Ball,Score,Outcome,Innings
25.4,2--128,K Brazell to T Andrews : 1 run,1st Innings - Port Adelaide
25.3,2--127,K Brazell to T Andrews : No Run,1st Innings - Port Adelaide
25.2,2--127,K Brazell to I Conway : 1 run,1st Innings - Port Adelaide
25.1,2--126,K Brazell to I Conway : No Run,1st Innings - Port Adelaide
24.6,2--126,L Hollman to I Conway : 1 run,1st Innings - Port Adelaide
24.5,2--125,L Hollman to I Conway : No Run,1st Innings - Port Adelaide
24.4,2--125,L Hollman to I Conway : No Run,1st Innings - Port Adelaide
24.3,2--125,L Hollman to I Conway : 2 runs,1st Innings - Port Adelaide
24.2,2--123,L Hollman to I Conway : No Run,1st Innings - Port Adelaide
24.1,2--123,L Hollman to I Conway : 4 runs,1st Innings - Port Adelaide
23.6,2--119,E Gregoric to T Andrews : 4 runs,1st Innings - Port Adelaide
23.5,2--115,E Gregoric to T Andrews : No Run,1st Innings - Port Adelaide
23.4,2--115,E Gregoric to I Conway : 1 run,1st Innings - Port Adelaide
23.3,2--114,E Gregoric to I Conway : No Run,1st Innings - Port Adelaide
23.2,2--114,E Gregoric to I Conway : No Run,1st Innings - Port Adelaide
23.1,2--114,E Gregoric to I Conway : 2 runs,1st Innings - Port Adelaide
22.6,2--112,L Hollman to T Andrews : No Run,1st Innings - Port Adelaide
22.5,2--112,L Hollman to I Conway : 1 run,1st Innings - Port Adelaide
22.4,2--111,L Hollman to T Andrews : 1 run,1st Innings - Port Adelaide
22.3,2--110,L Hollman to I Conway : 1 run,1st Innings - Port Adelaide
22.2,2--109,L Hollman to T Andrews : 1 run,1st Innings - Port Adelaide
22.1,2--108,L Hollman to I Conway : 1 run,1st Innings - Port Adelaide
21.6,2--107,E Gregoric to T Andrews : No Run,1st Innings - Port Adelaide
21.5,2--107,E Gregoric to T Andrews : No Run,1st Innings - Port Adelaide
21.4,2--107,E Gregoric to T Andrews : 2 runs,1st Innings - Port Adelaide
21.3,2--105,E Gregoric to T Andrews : No Run,1st Innings - Port Adelaide
21.2,2--105,E Gregoric to I Conway : 1 run,1st Innings - Port Adelaide
21.1,2--104,E Gregoric to I Conway : No Run,1st Innings - Port Adelaide
20.6,2--104,L Hollman to T Andrews : No Run,1st Innings - Port Adelaide
20.5,2--104,L Hollman to T Andrews : 6 runs,1st Innings - Port Adelaide
20.4,2--98,L Hollman to T Andrews : 2 runs,1st Innings - Port Adelaide
20.3,2--96,L Hollman to T Andrews : 6 runs,1st Innings - Port Adelaide
20.2,2--90,L Hollman to T Andrews : No Run,1st Innings - Port Adelaide
20.1,2--90,L Hollman to T Andrews : 4 runs,1st Innings - Port Adelaide
19.6,2--86,E Gregoric to I Conway : No Run,1st Innings - Port Adelaide
19.5,2--86,E Gregoric to T Andrews : 1 run,1st Innings - Port Adelaide
19.4,2--85,E Gregoric to T Andrews : No Run,1st Innings - Port Adelaide
19.3,2--85,E Gregoric to T Andrews : No Run,1st Innings - Port Adelaide
19.2,2--85,E Gregoric to T Andrews : 4 runs,1st Innings - Port Adelaide
19.1,2--81,E Gregoric to T Andrews : No Run,1st Innings - Port Adelaide
18.7,2--81,N Stathoris to I Conway : No Run,1st Innings - Port Adelaide
18.6,2--81,N Stathoris to T Andrews : 1 run,1st Innings - Port Adelaide
18.5,2--80,N Stathoris to T Andrews : No Run,1st Innings - Port Adelaide
18.4,2--80,N Stathoris to I Conway : 1 run,1st Innings - Port Adelaide
18.3,2--79,N Stathoris to T Andrews : 1 run,1st Innings - Port Adelaide
18.2,2--78,N Stathoris to T Andrews : 1wd,1st Innings - Port Adelaide
18.1,2--77,N Stathoris to I Conway : 1 run,1st Innings - Port Adelaide
17.6,2--76,T Barrett to I Conway : N Fernandes dismissed,1st Innings - Port Adelaide
17.5,1--76,T Barrett to N Fernandes : 1 run,1st Innings - Port Adelaide
17.4,1--75,T Barrett to N Fernandes : 4 runs,1st Innings - Port Adelaide
17.3,1--71,T Barrett to I Conway : 1 run,1st Innings - Port Adelaide
17.2,1--70,T Barrett to N Fernandes : 1 run,1st Innings - Port Adelaide
17.1,1--69,T Barrett to N Fernandes : No Run,1st Innings - Port Adelaide
16.6,1--69,N Stathoris to I Conway : No Run,1st Innings - Port Adelaide
16.5,1--69,N Stathoris to N Fernandes : 1 run,1st Innings - Port Adelaide
16.4,1--68,N Stathoris to N Fernandes : 2 runs,1st Innings - Port Adelaide
16.3,1--66,N Stathoris to I Conway : 1 run,1st Innings - Port Adelaide
16.2,1--65,N Stathoris to I Conway : No Run,1st Innings - Port Adelaide
16.1,1--65,N Stathoris to I Conway : No Run,1st Innings - Port Adelaide
15.6,1--65,T Barrett to I Conway : 1 run,1st Innings - Port Adelaide
15.5,1--64,T Barrett to I Conway : No Run,1st Innings - Port Adelaide
15.4,1--64,T Barrett to I Conway : No Run,1st Innings - Port Adelaide
15.3,1--64,T Barrett to N Fernandes : 1 run,1st Innings - Port Adelaide
15.2,1--63,T Barrett to I Conway : 1 run,1st Innings - Port Adelaide
15.1,1--62,T Barrett to N Fernandes : 1 run,1st Innings - Port Adelaide
14.8,1--61,N Stathoris to I Conway : No Run,1st Innings - Port Adelaide
14.7,1--61,N Stathoris to N Fernandes : 1 run,1st Innings - Port Adelaide
14.6,1--60,N Stathoris to I Conway : 1 run,1st Innings - Port Adelaide
14.5,1--59,N Stathoris to N Fernandes : 1 run,1st Innings - Port Adelaide
14.4,1--58,N Stathoris to N Fernandes : 4 runs,1st Innings - Port Adelaide
14.3,1--54,N Stathoris to I Conway : 2wd,1st Innings - Port Adelaide
14.2,1--52,N Stathoris to I Conway : 1wd,1st Innings - Port Adelaide
14.1,1--51,N Stathoris to I Conway : No Run,1st Innings - Port Adelaide
13.6,1--51,T Barrett to N Fernandes : No Run,1st Innings - Port Adelaide
13.5,1--51,T Barrett to I Conway : 1 run,1st Innings - Port Adelaide
13.4,1--50,T Barrett to I Conway : No Run,1st Innings - Port Adelaide
13.3,1--50,T Barrett to I Conway : No Run,1st Innings - Port Adelaide
13.2,1--50,T Barrett to I Conway : No Run,1st Innings - Port Adelaide
13.1,1--50,T Barrett to N Fernandes : 1 run,1st Innings - Port Adelaide
12.7,1--49,N Stathoris to N Fernandes : 1 run,1st Innings - Port Adelaide
12.6,1--48,N Stathoris to N Fernandes : No Run,1st Innings - Port Adelaide
12.5,1--48,N Stathoris to N Fernandes : No Run,1st Innings - Port Adelaide
12.4,1--48,N Stathoris to I Conway : 1 run,1st Innings - Port Adelaide
12.3,1--47,N Stathoris to N Fernandes : 1 run,1st Innings - Port Adelaide
12.2,1--46,N Stathoris to N Fernandes : No Run,1st Innings - Port Adelaide
12.1,1--46,N Stathoris to N Fernandes : 1wd,1st Innings - Port Adelaide
11.6,1--45,T Barrett to N Fernandes : 1 run,1st Innings - Port Adelaide
11.5,1--44,T Barrett to N Fernandes : No Run,1st Innings - Port Adelaide
11.4,1--44,T Barrett to N Fernandes : No Run,1st Innings - Port Adelaide
11.3,1--44,T Barrett to N Fernandes : No Run,1st Innings - Port Adelaide
11.2,1--44,T Barrett to N Fernandes : No Run,1st Innings - Port Adelaide
11.1,1--44,T Barrett to N Fernandes : No Run,1st Innings - Port Adelaide
10.6,1--44,N Stathoris to I Conway : No Run,1st Innings - Port Adelaide
10.5,1--44,N Stathoris to N Fernandes : 1 run,1st Innings - Port Adelaide
10.4,1--43,N Stathoris to I Conway : 1 run,1st Innings - Port Adelaide
10.3,1--42,N Stathoris to I Conway : No Run,1st Innings - Port Adelaide
10.2,1--42,N Stathoris to N Fernandes : 1 run,1st Innings - Port Adelaide
10.1,1--41,N Stathoris to N Fernandes : No Run,1st Innings - Port Adelaide
9.6,1--41,T Barrett to I Conway : No Run,1st Innings - Port Adelaide
9.5,1--41,T Barrett to J Kann : J Kann dismissed,1st Innings - Port Adelaide
9.4,0--41,T Barrett to J Kann : No Run,1st Innings - Port Adelaide
9.3,0--41,T Barrett to J Kann : 6 runs,1st Innings - Port Adelaide
9.2,0--35,T Barrett to J Kann : No Run,1st Innings - Port Adelaide
9.1,0--35,T Barrett to J Kann : No Run,1st Innings - Port Adelaide
8.8,0--35,T Oakley to N Fernandes : No Run,1st Innings - Port Adelaide
8.7,0--35,T Oakley to N Fernandes : No Run,1st Innings - Port Adelaide
8.6,0--35,T Oakley to N Fernandes : No Run,1st Innings - Port Adelaide
8.5,0--35,T Oakley to N Fernandes : 2 runs,1st Innings - Port Adelaide
8.4,0--33,T Oakley to N Fernandes : 1wd,1st Innings - Port Adelaide
8.3,0--32,T Oakley to J Kann : 1 run,1st Innings - Port Adelaide
8.2,0--31,T Oakley to J Kann : 1wd,1st Innings - Port Adelaide
8.1,0--30,T Oakley to J Kann : No Run,1st Innings - Port Adelaide
7.6,0--30,E Gregoric to N Fernandes : No Run,1st Innings - Port Adelaide
7.5,0--30,E Gregoric to N Fernandes : 2 runs,1st Innings - Port Adelaide
7.4,0--28,E Gregoric to J Kann : 1 run,1st Innings - Port Adelaide
7.3,0--27,E Gregoric to J Kann : No Run,1st Innings - Port Adelaide
7.2,0--27,E Gregoric to N Fernandes : 1 run,1st Innings - Port Adelaide
7.1,0--26,E Gregoric to N Fernandes : No Run,1st Innings - Port Adelaide
6.6,0--26,T Oakley to J Kann : No Run,1st Innings - Port Adelaide
6.5,0--26,T Oakley to J Kann : 4 runs,1st Innings - Port Adelaide
6.4,0--22,T Oakley to J Kann : No Run,1st Innings - Port Adelaide
6.3,0--22,T Oakley to J Kann : No Run,1st Innings - Port Adelaide
6.2,0--22,T Oakley to J Kann : No Run,1st Innings - Port Adelaide
6.1,0--22,T Oakley to J Kann : No Run,1st Innings - Port Adelaide
5.6,0--22,E Gregoric to J Kann : 1 run,1st Innings - Port Adelaide
5.5,0--21,E Gregoric to N Fernandes : 1 run,1st Innings - Port Adelaide
5.4,0--20,E Gregoric to N Fernandes : No Run,1st Innings - Port Adelaide
5.3,0--20,E Gregoric to N Fernandes : No Run,1st Innings - Port Adelaide
5.2,0--20,E Gregoric to N Fernandes : No Run,1st Innings - Port Adelaide
5.1,0--20,E Gregoric to J Kann : 1 run,1st Innings - Port Adelaide
4.6,0--19,T Oakley to N Fernandes : 4lb,1st Innings - Port Adelaide
4.5,0--15,T Oakley to N Fernandes : No Run,1st Innings - Port Adelaide
4.4,0--15,T Oakley to N Fernandes : No Run,1st Innings - Port Adelaide
4.3,0--15,T Oakley to N Fernandes : No Run,1st Innings - Port Adelaide
4.2,0--15,T Oakley to N Fernandes : No Run,1st Innings - Port Adelaide
4.1,0--15,T Oakley to N Fernandes : No Run,1st Innings - Port Adelaide
3.7,0--15,E Gregoric to J Kann : 2 runs,1st Innings - Port Adelaide
3.6,0--13,"E Gregoric to N Fernandes : 1 run, 1nb",1st Innings - Port Adelaide
3.5,0--11,E Gregoric to N Fernandes : No Run,1st Innings - Port Adelaide
3.4,0--11,E Gregoric to N Fernandes : No Run,1st Innings - Port Adelaide
3.3,0--11,E Gregoric to N Fernandes : No Run,1st Innings - Port Adelaide
3.2,0--11,E Gregoric to J Kann : 1 run,1st Innings - Port Adelaide
3.1,0--10,E Gregoric to N Fernandes : 1 run,1st Innings - Port Adelaide
2.6,0--9,T Oakley to N Fernandes : 1lb,1st Innings - Port Adelaide
2.5,0--8,T Oakley to N Fernandes : No Run,1st Innings - Port Adelaide
2.4,0--8,T Oakley to N Fernandes : No Run,1st Innings - Port Adelaide
2.3,0--8,T Oakley to N Fernandes : No Run,1st Innings - Port Adelaide
2.2,0--8,T Oakley to N Fernandes : No Run,1st Innings - Port Adelaide
2.1,0--8,T Oakley to N Fernandes : No Run,1st Innings - Port Adelaide
1.6,0--8,E Gregoric to J Kann : 6 runs,1st Innings - Port Adelaide
1.5,0--2,E Gregoric to J Kann : No Run,1st Innings - Port Adelaide
1.4,0--2,E Gregoric to J Kann : No Run,1st Innings - Port Adelaide
1.3,0--2,E Gregoric to J Kann : No Run,1st Innings - Port Adelaide
1.2,0--2,E Gregoric to N Fernandes : 1 run,1st Innings - Port Adelaide
1.1,0--1,E Gregoric to N Fernandes : No Run,1st Innings - Port Adelaide
0.6,0--1,T Oakley to J Kann : No Run,1st Innings - Port Adelaide
0.5,0--1,T Oakley to J Kann : No Run,1st Innings - Port Adelaide
0.4,0--1,T Oakley to N Fernandes : 1 run,1st Innings - Port Adelaide
0.3,0--0,T Oakley to N Fernandes : No Run,1st Innings - Port Adelaide
0.2,0--0,T Oakley to N Fernandes : No Run,1st Innings - Port Adelaide
0.1,0--0,T Oakley to N Fernandes : No Run,1st Innings - Port Adelaide
