Ball,Score,Outcome,Innings
29.1,3--84,D King to Z McCabe : No Run,1st Innings - Port Adelaide
28.7,3--84,T Robins to Z McCabe : 1 run,1st Innings - Port Adelaide
28.6,3--83,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
28.5,3--83,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
28.4,3--83,T Robins to J Kann : 1 run,1st Innings - Port Adelaide
28.3,3--82,T Robins to J Kann : No Run,1st Innings - Port Adelaide
28.2,3--82,T Robins to Z McCabe : 1 run,1st Innings - Port Adelaide
28.1,3--81,"T Robins to J Kann : 1b, 1nb",1st Innings - Port Adelaide
27.6,3--79,D King to Z McCabe : No Run,1st Innings - Port Adelaide
27.5,3--79,D King to Z McCabe : No Run,1st Innings - Port Adelaide
27.4,3--79,D King to Z McCabe : 2 runs,1st Innings - Port Adelaide
27.3,3--77,D King to Z McCabe : No Run,1st Innings - Port Adelaide
27.2,3--77,D King to Z McCabe : No Run,1st Innings - Port Adelaide
27.1,3--77,D King to J Kann : 1 run,1st Innings - Port Adelaide
26.6,3--76,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
26.5,3--76,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
26.4,3--76,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
26.3,3--76,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
26.2,3--76,T Robins to J Kann : 1 run,1st Innings - Port Adelaide
26.1,3--75,T Robins to J Kann : No Run,1st Innings - Port Adelaide
25.6,3--75,D King to Z McCabe : No Run,1st Innings - Port Adelaide
25.5,3--75,D King to Z McCabe : No Run,1st Innings - Port Adelaide
25.4,3--75,D King to J Kann : 1 run,1st Innings - Port Adelaide
25.3,3--74,D King to I Conway : I Conway dismissed,1st Innings - Port Adelaide
25.2,2--74,D King to I Conway : No Run,1st Innings - Port Adelaide
25.1,2--74,D King to I Conway : No Run,1st Innings - Port Adelaide
24.6,2--74,T Robins to Z McCabe : 4 runs,1st Innings - Port Adelaide
24.5,2--70,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
24.4,2--70,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
24.3,2--70,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
24.2,2--70,T Robins to I Conway : 1 run,1st Innings - Port Adelaide
24.1,2--69,T Robins to I Conway : No Run,1st Innings - Port Adelaide
23.6,2--69,D King to Z McCabe : No Run,1st Innings - Port Adelaide
23.5,2--69,D King to Z McCabe : No Run,1st Innings - Port Adelaide
23.4,2--69,D King to I Conway : 1 run,1st Innings - Port Adelaide
23.3,2--68,D King to I Conway : No Run,1st Innings - Port Adelaide
23.2,2--68,D King to I Conway : No Run,1st Innings - Port Adelaide
23.1,2--68,D King to I Conway : No Run,1st Innings - Port Adelaide
22.6,2--68,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
22.5,2--68,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
22.4,2--68,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
22.3,2--68,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
22.2,2--68,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
22.1,2--68,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
21.6,2--68,D King to I Conway : No Run,1st Innings - Port Adelaide
21.5,2--68,D King to I Conway : No Run,1st Innings - Port Adelaide
21.4,2--68,D King to I Conway : No Run,1st Innings - Port Adelaide
21.3,2--68,D King to I Conway : No Run,1st Innings - Port Adelaide
21.2,2--68,D King to I Conway : No Run,1st Innings - Port Adelaide
21.1,2--68,D King to I Conway : No Run,1st Innings - Port Adelaide
20.7,2--68,T Robins to Z McCabe : 4 runs,1st Innings - Port Adelaide
20.6,2--64,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
20.5,2--64,T Robins to Z McCabe : 2 runs,1st Innings - Port Adelaide
20.4,2--62,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
20.3,2--62,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
20.2,2--62,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
20.1,2--62,T Robins to Z McCabe : 1nb,1st Innings - Port Adelaide
19.6,2--61,J Size to I Conway : No Run,1st Innings - Port Adelaide
19.5,2--61,J Size to I Conway : No Run,1st Innings - Port Adelaide
19.4,2--61,J Size to I Conway : No Run,1st Innings - Port Adelaide
19.3,2--61,J Size to Z McCabe : 3 runs,1st Innings - Port Adelaide
19.2,2--58,J Size to I Conway : 1 run,1st Innings - Port Adelaide
19.1,2--57,J Size to I Conway : No Run,1st Innings - Port Adelaide
18.7,2--57,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
18.6,2--57,T Robins to Z McCabe : 1nb,1st Innings - Port Adelaide
18.5,2--56,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
18.4,2--56,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
18.3,2--56,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
18.2,2--56,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
18.1,2--56,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
17.6,2--56,J Size to I Conway : No Run,1st Innings - Port Adelaide
17.5,2--56,J Size to I Conway : No Run,1st Innings - Port Adelaide
17.4,2--56,J Size to I Conway : No Run,1st Innings - Port Adelaide
17.3,2--56,J Size to I Conway : 4 runs,1st Innings - Port Adelaide
17.2,2--52,J Size to Z McCabe : 1 run,1st Innings - Port Adelaide
17.1,2--51,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
16.6,2--51,T Robins to I Conway : No Run,1st Innings - Port Adelaide
16.5,2--51,T Robins to I Conway : No Run,1st Innings - Port Adelaide
16.4,2--51,T Robins to I Conway : No Run,1st Innings - Port Adelaide
16.3,2--51,T Robins to I Conway : No Run,1st Innings - Port Adelaide
16.2,2--51,T Robins to I Conway : No Run,1st Innings - Port Adelaide
16.1,2--51,T Robins to I Conway : 2 runs,1st Innings - Port Adelaide
15.6,2--49,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
15.5,2--49,J Size to I Conway : 3 runs,1st Innings - Port Adelaide
15.4,2--46,J Size to I Conway : No Run,1st Innings - Port Adelaide
15.3,2--46,J Size to I Conway : No Run,1st Innings - Port Adelaide
15.2,2--46,J Size to I Conway : No Run,1st Innings - Port Adelaide
15.1,2--46,J Size to I Conway : No Run,1st Innings - Port Adelaide
14.6,2--46,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
14.5,2--46,T Robins to Z McCabe : 2 runs,1st Innings - Port Adelaide
14.4,2--44,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
14.3,2--44,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
14.2,2--44,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
14.1,2--44,T Robins to Z McCabe : No Run,1st Innings - Port Adelaide
13.6,2--44,J Size to I Conway : No Run,1st Innings - Port Adelaide
13.5,2--44,J Size to Z McCabe : 1lb,1st Innings - Port Adelaide
13.4,2--43,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
13.3,2--43,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
13.2,2--43,J Size to I Conway : 1 run,1st Innings - Port Adelaide
13.1,2--42,J Size to I Conway : No Run,1st Innings - Port Adelaide
12.6,2--42,D King to Z McCabe : No Run,1st Innings - Port Adelaide
12.5,2--42,D King to Z McCabe : No Run,1st Innings - Port Adelaide
12.4,2--42,D King to Z McCabe : No Run,1st Innings - Port Adelaide
12.3,2--42,D King to Z McCabe : 4 runs,1st Innings - Port Adelaide
12.2,2--38,D King to I Conway : 1 run,1st Innings - Port Adelaide
12.1,2--37,D King to I Conway : No Run,1st Innings - Port Adelaide
11.7,2--37,J Size to I Conway : 1 run,1st Innings - Port Adelaide
11.6,2--36,J Size to I Conway : No Run,1st Innings - Port Adelaide
11.5,2--36,J Size to I Conway : 4 runs,1st Innings - Port Adelaide
11.4,2--32,J Size to I Conway : 2 runs,1st Innings - Port Adelaide
11.3,2--30,J Size to I Conway : 1nb,1st Innings - Port Adelaide
11.2,2--29,J Size to I Conway : No Run,1st Innings - Port Adelaide
11.1,2--29,J Size to I Conway : No Run,1st Innings - Port Adelaide
10.6,2--29,D King to I Conway : 1 run,1st Innings - Port Adelaide
10.5,2--28,D King to Z McCabe : 1 run,1st Innings - Port Adelaide
10.4,2--27,D King to Z McCabe : No Run,1st Innings - Port Adelaide
10.3,2--27,D King to Z McCabe : No Run,1st Innings - Port Adelaide
10.2,2--27,D King to Z McCabe : No Run,1st Innings - Port Adelaide
10.1,2--27,D King to Z McCabe : No Run,1st Innings - Port Adelaide
9.6,2--27,J Size to P Ketheeshwaran : P Ketheeshwaran dismissed,1st Innings - Port Adelaide
9.5,1--27,J Size to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
9.4,1--27,J Size to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
9.3,1--27,J Size to Z McCabe : 1 run,1st Innings - Port Adelaide
9.2,1--26,J Size to Z McCabe : 4 runs,1st Innings - Port Adelaide
9.1,1--22,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
8.6,1--22,D King to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
8.5,1--22,D King to Z McCabe : 3 runs,1st Innings - Port Adelaide
8.4,1--19,D King to Z McCabe : No Run,1st Innings - Port Adelaide
8.3,1--19,D King to Z McCabe : No Run,1st Innings - Port Adelaide
8.2,1--19,D King to Z McCabe : No Run,1st Innings - Port Adelaide
8.1,1--19,D King to Z McCabe : No Run,1st Innings - Port Adelaide
7.6,1--19,J Size to Z McCabe : 1 run,1st Innings - Port Adelaide
7.5,1--18,J Size to Z McCabe : 2 runs,1st Innings - Port Adelaide
7.4,1--16,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
7.3,1--16,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
7.2,1--16,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
7.1,1--16,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
6.6,1--16,D King to Z McCabe : 1lb,1st Innings - Port Adelaide
6.5,1--15,D King to Z McCabe : No Run,1st Innings - Port Adelaide
6.4,1--15,D King to Z McCabe : No Run,1st Innings - Port Adelaide
6.3,1--15,D King to Z McCabe : No Run,1st Innings - Port Adelaide
6.2,1--15,D King to Z McCabe : No Run,1st Innings - Port Adelaide
6.1,1--15,D King to P Ketheeshwaran : 1 run,1st Innings - Port Adelaide
5.6,1--14,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
5.5,1--14,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
5.4,1--14,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
5.3,1--14,J Size to P Ketheeshwaran : 1 run,1st Innings - Port Adelaide
5.2,1--13,J Size to Z McCabe : 3 runs,1st Innings - Port Adelaide
5.1,1--10,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
4.6,1--10,D King to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
4.5,1--10,D King to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
4.4,1--10,D King to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
4.3,1--10,D King to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
4.2,1--10,D King to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
4.1,1--10,D King to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
3.7,1--10,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
3.6,1--10,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
3.5,1--10,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
3.4,1--10,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
3.3,1--10,"J Size to P Ketheeshwaran : 1 run, 1nb",1st Innings - Port Adelaide
3.2,1--8,J Size to Z McCabe : 1 run,1st Innings - Port Adelaide
3.1,1--7,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
2.6,1--7,D King to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
2.5,1--7,D King to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
2.4,1--7,D King to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
2.3,1--7,D King to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
2.2,1--7,D King to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
2.1,1--7,D King to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
1.6,1--7,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
1.5,1--7,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
1.4,1--7,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
1.3,1--7,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
1.2,1--7,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
1.1,1--7,J Size to Z McCabe : No Run,1st Innings - Port Adelaide
0.7,1--7,D King to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
0.6,1--7,D King to P Ketheeshwaran : No Run,1st Innings - Port Adelaide
0.5,1--7,D King to P Ketheeshwaran : 1nb,1st Innings - Port Adelaide
0.4,1--6,D King to N Fernandes : N Fernandes dismissed,1st Innings - Port Adelaide
0.3,0--6,D King to N Fernandes : 2 runs,1st Innings - Port Adelaide
0.2,0--4,D King to N Fernandes : 4 runs,1st Innings - Port Adelaide
0.1,0--0,D King to N Fernandes : No Run,1st Innings - Port Adelaide
81.6,10--255,J Kann to J Size : J Size dismissed,1st Innings - East Torrens
81.5,9--255,J Kann to J Size : No Run,1st Innings - East Torrens
81.4,9--255,J Kann to J Size : No Run,1st Innings - East Torrens
81.3,9--255,J Kann to J Size : No Run,1st Innings - East Torrens
81.2,9--255,J Kann to T Robins : 1 run,1st Innings - East Torrens
81.1,9--254,J Kann to T Robins : 6 runs,1st Innings - East Torrens
80.6,9--248,N Fernandes to J Size : 2 runs,1st Innings - East Torrens
80.5,9--246,N Fernandes to J Size : No Run,1st Innings - East Torrens
80.4,9--246,N Fernandes to J Size : No Run,1st Innings - East Torrens
80.3,9--246,N Fernandes to J Size : No Run,1st Innings - East Torrens
80.2,9--246,N Fernandes to T Robins : 1 run,1st Innings - East Torrens
80.1,9--245,N Fernandes to T Robins : No Run,1st Innings - East Torrens
79.6,9--245,J Kann to J Size : No Run,1st Innings - East Torrens
79.5,9--245,J Kann to T Robins : 1 run,1st Innings - East Torrens
79.4,9--244,J Kann to T Robins : 4 runs,1st Innings - East Torrens
79.3,9--240,J Kann to J Size : 1 run,1st Innings - East Torrens
79.2,9--239,J Kann to J Size : No Run,1st Innings - East Torrens
79.1,9--239,J Kann to J Size : No Run,1st Innings - East Torrens
78.6,9--239,N Fernandes to T Robins : No Run,1st Innings - East Torrens
78.5,9--239,N Fernandes to T Robins : 4 runs,1st Innings - East Torrens
78.4,9--235,N Fernandes to T Robins : No Run,1st Innings - East Torrens
78.3,9--235,N Fernandes to T Robins : No Run,1st Innings - East Torrens
78.2,9--235,N Fernandes to T Robins : No Run,1st Innings - East Torrens
78.1,9--235,N Fernandes to T Robins : No Run,1st Innings - East Torrens
77.6,9--235,J Kann to J Size : No Run,1st Innings - East Torrens
77.5,9--235,J Kann to J Size : No Run,1st Innings - East Torrens
77.4,9--235,J Kann to J Size : No Run,1st Innings - East Torrens
77.3,9--235,J Kann to J Size : No Run,1st Innings - East Torrens
77.2,9--235,J Kann to T Robins : 1 run,1st Innings - East Torrens
77.1,9--234,J Kann to T Robins : No Run,1st Innings - East Torrens
76.6,9--234,N Fernandes to J Size : No Run,1st Innings - East Torrens
76.5,9--234,N Fernandes to D King : D King dismissed,1st Innings - East Torrens
76.4,8--234,N Fernandes to D King : No Run,1st Innings - East Torrens
76.3,8--234,N Fernandes to D King : No Run,1st Innings - East Torrens
76.2,8--234,N Fernandes to D King : No Run,1st Innings - East Torrens
76.1,8--234,N Fernandes to D King : No Run,1st Innings - East Torrens
75.6,8--234,J Kann to T Robins : No Run,1st Innings - East Torrens
75.5,8--234,J Kann to T Robins : No Run,1st Innings - East Torrens
75.4,8--234,J Kann to T Robins : No Run,1st Innings - East Torrens
75.3,8--234,J Kann to T Robins : No Run,1st Innings - East Torrens
75.2,8--234,J Kann to D Mehta : D Mehta dismissed,1st Innings - East Torrens
75.1,7--234,J Kann to D Mehta : No Run,1st Innings - East Torrens
74.6,7--234,N Fernandes to D King : No Run,1st Innings - East Torrens
74.5,7--234,N Fernandes to D King : 4 runs,1st Innings - East Torrens
74.4,7--230,N Fernandes to D King : No Run,1st Innings - East Torrens
74.3,7--230,N Fernandes to D King : 2 runs,1st Innings - East Torrens
74.2,7--228,N Fernandes to D King : No Run,1st Innings - East Torrens
74.1,7--228,N Fernandes to D King : No Run,1st Innings - East Torrens
73.6,7--228,J Kann to D Mehta : No Run,1st Innings - East Torrens
73.5,7--228,J Kann to D Mehta : No Run,1st Innings - East Torrens
73.4,7--228,J Kann to D Mehta : No Run,1st Innings - East Torrens
73.3,7--228,J Kann to D Mehta : No Run,1st Innings - East Torrens
73.2,7--228,J Kann to D Mehta : No Run,1st Innings - East Torrens
73.1,7--228,J Kann to D Mehta : No Run,1st Innings - East Torrens
72.6,7--228,N Fernandes to D King : No Run,1st Innings - East Torrens
72.5,7--228,N Fernandes to D King : No Run,1st Innings - East Torrens
72.4,7--228,N Fernandes to L Evans : L Evans dismissed,1st Innings - East Torrens
72.3,6--228,N Fernandes to L Evans : No Run,1st Innings - East Torrens
72.2,6--228,N Fernandes to L Evans : No Run,1st Innings - East Torrens
72.1,6--228,N Fernandes to L Evans : No Run,1st Innings - East Torrens
71.6,6--228,J Kann to D Mehta : No Run,1st Innings - East Torrens
71.5,6--228,J Kann to D Mehta : No Run,1st Innings - East Torrens
71.4,6--228,J Kann to D Mehta : No Run,1st Innings - East Torrens
71.3,6--228,J Kann to D Mehta : No Run,1st Innings - East Torrens
71.2,6--228,J Kann to D Mehta : No Run,1st Innings - East Torrens
71.1,6--228,J Kann to D Mehta : No Run,1st Innings - East Torrens
70.6,6--228,N Fernandes to L Evans : No Run,1st Innings - East Torrens
70.5,6--228,N Fernandes to D Mehta : 1 run,1st Innings - East Torrens
70.4,6--227,N Fernandes to D Mehta : 2 runs,1st Innings - East Torrens
70.3,6--225,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
70.2,6--225,N Fernandes to L Evans : 1 run,1st Innings - East Torrens
70.1,6--224,N Fernandes to D Mehta : 1 run,1st Innings - East Torrens
69.6,6--223,B Turley to L Evans : No Run,1st Innings - East Torrens
69.5,6--223,B Turley to L Evans : No Run,1st Innings - East Torrens
69.4,6--223,B Turley to L Evans : No Run,1st Innings - East Torrens
69.3,6--223,B Turley to L Evans : No Run,1st Innings - East Torrens
69.2,6--223,B Turley to L Evans : No Run,1st Innings - East Torrens
69.1,6--223,B Turley to L Evans : No Run,1st Innings - East Torrens
68.6,6--223,N Fernandes to D Mehta : 4 runs,1st Innings - East Torrens
68.5,6--219,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
68.4,6--219,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
68.3,6--219,N Fernandes to L Evans : 3 runs,1st Innings - East Torrens
68.2,6--216,N Fernandes to L Evans : No Run,1st Innings - East Torrens
68.1,6--216,N Fernandes to L Evans : No Run,1st Innings - East Torrens
67.6,6--216,B Turley to D Mehta : No Run,1st Innings - East Torrens
67.5,6--216,B Turley to D Mehta : No Run,1st Innings - East Torrens
67.4,6--216,B Turley to D Mehta : 2 runs,1st Innings - East Torrens
67.3,6--214,B Turley to D Mehta : No Run,1st Innings - East Torrens
67.2,6--214,B Turley to D Mehta : No Run,1st Innings - East Torrens
67.1,6--214,B Turley to D Mehta : No Run,1st Innings - East Torrens
66.6,6--214,N Fernandes to D Mehta : 1 run,1st Innings - East Torrens
66.5,6--213,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
66.4,6--213,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
66.3,6--213,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
66.2,6--213,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
66.1,6--213,N Fernandes to D Mehta : 2 runs,1st Innings - East Torrens
65.6,6--211,B Turley to L Evans : No Run,1st Innings - East Torrens
65.5,6--211,B Turley to L Evans : No Run,1st Innings - East Torrens
65.4,6--211,B Turley to L Evans : No Run,1st Innings - East Torrens
65.3,6--211,B Turley to L Evans : No Run,1st Innings - East Torrens
65.2,6--211,B Turley to L Evans : No Run,1st Innings - East Torrens
65.1,6--211,B Turley to L Evans : No Run,1st Innings - East Torrens
64.6,6--211,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
64.5,6--211,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
64.4,6--211,N Fernandes to D Mehta : 4 runs,1st Innings - East Torrens
64.3,6--207,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
64.2,6--207,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
64.1,6--207,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
63.6,6--207,B Turley to L Evans : No Run,1st Innings - East Torrens
63.5,6--207,B Turley to L Evans : No Run,1st Innings - East Torrens
63.4,6--207,B Turley to D Mehta : 1 run,1st Innings - East Torrens
63.3,6--206,B Turley to D Mehta : No Run,1st Innings - East Torrens
63.2,6--206,B Turley to D Mehta : No Run,1st Innings - East Torrens
63.1,6--206,B Turley to D Mehta : No Run,1st Innings - East Torrens
62.6,6--206,N Fernandes to L Evans : No Run,1st Innings - East Torrens
62.5,6--206,N Fernandes to L Evans : No Run,1st Innings - East Torrens
62.4,6--206,N Fernandes to D Mehta : 1 run,1st Innings - East Torrens
62.3,6--205,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
62.2,6--205,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
62.1,6--205,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
61.6,6--205,B Turley to L Evans : No Run,1st Innings - East Torrens
61.5,6--205,B Turley to L Evans : No Run,1st Innings - East Torrens
61.4,6--205,B Turley to L Evans : No Run,1st Innings - East Torrens
61.3,6--205,B Turley to L Evans : No Run,1st Innings - East Torrens
61.2,6--205,B Turley to L Evans : No Run,1st Innings - East Torrens
61.1,6--205,B Turley to L Evans : No Run,1st Innings - East Torrens
60.6,6--205,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
60.5,6--205,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
60.4,6--205,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
60.3,6--205,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
60.2,6--205,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
60.1,6--205,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
59.6,6--205,B Turley to L Evans : 4 runs,1st Innings - East Torrens
59.5,6--201,B Turley to L Evans : No Run,1st Innings - East Torrens
59.4,6--201,B Turley to L Evans : No Run,1st Innings - East Torrens
59.3,6--201,B Turley to L Evans : No Run,1st Innings - East Torrens
59.2,6--201,B Turley to L Evans : No Run,1st Innings - East Torrens
59.1,6--201,B Turley to L Evans : No Run,1st Innings - East Torrens
58.6,6--201,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
58.5,6--201,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
58.4,6--201,N Fernandes to D Mehta : No Run,1st Innings - East Torrens
58.3,6--201,N Fernandes to Z Keogh : Z Keogh dismissed,1st Innings - East Torrens
58.2,5--201,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
58.1,5--201,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
57.6,5--201,P Ketheeshwaran to L Evans : No Run,1st Innings - East Torrens
57.5,5--201,P Ketheeshwaran to L Evans : No Run,1st Innings - East Torrens
57.4,5--201,P Ketheeshwaran to L Evans : No Run,1st Innings - East Torrens
57.3,5--201,P Ketheeshwaran to L Evans : No Run,1st Innings - East Torrens
57.2,5--201,P Ketheeshwaran to L Evans : No Run,1st Innings - East Torrens
57.1,5--201,P Ketheeshwaran to L Evans : No Run,1st Innings - East Torrens
56.6,5--201,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
56.5,5--201,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
56.4,5--201,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
56.3,5--201,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
56.2,5--201,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
56.1,5--201,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
55.6,5--201,P Ketheeshwaran to L Evans : No Run,1st Innings - East Torrens
55.5,5--201,P Ketheeshwaran to L Evans : No Run,1st Innings - East Torrens
55.4,5--201,P Ketheeshwaran to L Evans : No Run,1st Innings - East Torrens
55.3,5--201,P Ketheeshwaran to L Evans : No Run,1st Innings - East Torrens
55.2,5--201,P Ketheeshwaran to L Evans : No Run,1st Innings - East Torrens
55.1,5--201,P Ketheeshwaran to L Evans : No Run,1st Innings - East Torrens
54.6,5--201,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
54.5,5--201,N Fernandes to L Evans : 1 run,1st Innings - East Torrens
54.4,5--200,N Fernandes to L Evans : No Run,1st Innings - East Torrens
54.3,5--200,N Fernandes to L Evans : No Run,1st Innings - East Torrens
54.2,5--200,N Fernandes to Z Keogh : 1 run,1st Innings - East Torrens
54.1,5--199,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
53.6,5--199,L Greber to L Evans : No Run,1st Innings - East Torrens
53.5,5--199,L Greber to L Evans : No Run,1st Innings - East Torrens
53.4,5--199,L Greber to Z Keogh : 1 run,1st Innings - East Torrens
53.3,5--198,L Greber to Z Keogh : No Run,1st Innings - East Torrens
53.2,5--198,L Greber to Z Keogh : 4 runs,1st Innings - East Torrens
53.1,5--194,L Greber to Z Keogh : No Run,1st Innings - East Torrens
52.6,5--194,N Fernandes to L Evans : No Run,1st Innings - East Torrens
52.5,5--194,N Fernandes to L Evans : No Run,1st Innings - East Torrens
52.4,5--194,N Fernandes to L Evans : No Run,1st Innings - East Torrens
52.3,5--194,N Fernandes to L Evans : No Run,1st Innings - East Torrens
52.2,5--194,N Fernandes to L Evans : No Run,1st Innings - East Torrens
52.1,5--194,N Fernandes to L Evans : No Run,1st Innings - East Torrens
51.6,5--194,L Greber to Z Keogh : No Run,1st Innings - East Torrens
51.5,5--194,L Greber to L Evans : 1 run,1st Innings - East Torrens
51.4,5--193,L Greber to L Evans : No Run,1st Innings - East Torrens
51.3,5--193,L Greber to L Evans : No Run,1st Innings - East Torrens
51.2,5--193,L Greber to Z Keogh : 1 run,1st Innings - East Torrens
51.1,5--192,L Greber to Z Keogh : No Run,1st Innings - East Torrens
50.6,5--192,N Fernandes to L Evans : No Run,1st Innings - East Torrens
50.5,5--192,N Fernandes to L Evans : No Run,1st Innings - East Torrens
50.4,5--192,N Fernandes to L Evans : No Run,1st Innings - East Torrens
50.3,5--192,N Fernandes to L Evans : No Run,1st Innings - East Torrens
50.2,5--192,N Fernandes to L Evans : No Run,1st Innings - East Torrens
50.1,5--192,N Fernandes to Z Keogh : 1 run,1st Innings - East Torrens
49.6,5--191,L Greber to L Evans : No Run,1st Innings - East Torrens
49.5,5--191,L Greber to W Fraine : W Fraine dismissed,1st Innings - East Torrens
49.4,4--191,L Greber to W Fraine : No Run,1st Innings - East Torrens
49.3,4--191,L Greber to W Fraine : No Run,1st Innings - East Torrens
49.2,4--191,L Greber to W Fraine : No Run,1st Innings - East Torrens
49.1,4--191,L Greber to W Fraine : No Run,1st Innings - East Torrens
48.6,4--191,N Fernandes to W Fraine : 1 run,1st Innings - East Torrens
48.5,4--190,N Fernandes to W Fraine : No Run,1st Innings - East Torrens
