Ball,Score,Outcome,Innings
30.2,5--142,D Mousley to W Forster : No Run,1st Innings - Port Adelaide
30.1,5--142,D Mousley to W Forster : No Run,1st Innings - Port Adelaide
29.6,5--142,J Buckingham to W Forster : 1lb,1st Innings - Port Adelaide
29.5,5--141,J Buckingham to W Forster : No Run,1st Innings - Port Adelaide
29.4,5--141,J Buckingham to C Valente : 1 run,1st Innings - Port Adelaide
29.3,5--140,J Buckingham to C Valente : No Run,1st Innings - Port Adelaide
29.2,5--140,J Buckingham to C Valente : No Run,1st Innings - Port Adelaide
29.1,5--140,J Buckingham to W Forster : 1 run,1st Innings - Port Adelaide
28.6,5--139,D Mousley to C Valente : No Run,1st Innings - Port Adelaide
28.5,5--139,D Mousley to W Forster : 1 run,1st Innings - Port Adelaide
28.4,5--138,D Mousley to W Forster : No Run,1st Innings - Port Adelaide
28.3,5--138,D Mousley to W Forster : No Run,1st Innings - Port Adelaide
28.2,5--138,D Mousley to W Forster : No Run,1st Innings - Port Adelaide
28.1,5--138,D Mousley to C Valente : 1 run,1st Innings - Port Adelaide
27.6,5--137,J Buckingham to W Forster : No Run,1st Innings - Port Adelaide
27.5,5--137,J Buckingham to W Forster : No Run,1st Innings - Port Adelaide
27.4,5--137,J Buckingham to W Forster : No Run,1st Innings - Port Adelaide
27.3,5--137,J Buckingham to W Forster : 2 runs,1st Innings - Port Adelaide
27.2,5--135,J Buckingham to W Forster : No Run,1st Innings - Port Adelaide
27.1,5--135,J Buckingham to C Valente : 1 run,1st Innings - Port Adelaide
26.7,5--134,D Mousley to Z McCabe : Z McCabe dismissed,1st Innings - Port Adelaide
26.6,4--134,D Mousley to C Valente : 1 run,1st Innings - Port Adelaide
26.5,4--133,D Mousley to C Valente : No Run,1st Innings - Port Adelaide
26.4,4--133,D Mousley to C Valente : 1wd,1st Innings - Port Adelaide
26.3,4--132,D Mousley to C Valente : No Run,1st Innings - Port Adelaide
26.2,4--132,D Mousley to C Valente : No Run,1st Innings - Port Adelaide
26.1,4--132,D Mousley to C Valente : No Run,1st Innings - Port Adelaide
25.6,4--132,R Els to C Valente : 1 run,1st Innings - Port Adelaide
25.5,4--131,R Els to C Valente : No Run,1st Innings - Port Adelaide
25.4,4--131,R Els to C Valente : No Run,1st Innings - Port Adelaide
25.3,4--131,R Els to C Valente : No Run,1st Innings - Port Adelaide
25.2,4--131,R Els to C Valente : No Run,1st Innings - Port Adelaide
25.1,4--131,R Els to C Valente : No Run,1st Innings - Port Adelaide
24.6,4--131,D Mousley to Z McCabe : No Run,1st Innings - Port Adelaide
24.5,4--131,D Mousley to Z McCabe : No Run,1st Innings - Port Adelaide
24.4,4--131,D Mousley to Z McCabe : No Run,1st Innings - Port Adelaide
24.3,4--131,D Mousley to C Valente : 1 run,1st Innings - Port Adelaide
24.2,4--130,D Mousley to C Valente : No Run,1st Innings - Port Adelaide
24.1,4--130,D Mousley to C Valente : No Run,1st Innings - Port Adelaide
23.6,4--130,R Els to T Andrews : T Andrews dismissed,1st Innings - Port Adelaide
23.5,3--130,R Els to C Valente : 1 run,1st Innings - Port Adelaide
23.4,3--129,R Els to C Valente : No Run,1st Innings - Port Adelaide
23.3,3--129,R Els to C Valente : No Run,1st Innings - Port Adelaide
23.2,3--129,R Els to C Valente : No Run,1st Innings - Port Adelaide
23.1,3--129,R Els to C Valente : No Run,1st Innings - Port Adelaide
22.6,3--129,D Mousley to T Andrews : No Run,1st Innings - Port Adelaide
22.5,3--129,D Mousley to T Andrews : No Run,1st Innings - Port Adelaide
22.4,3--129,D Mousley to T Andrews : No Run,1st Innings - Port Adelaide
22.3,3--129,D Mousley to J Kann : J Kann dismissed,1st Innings - Port Adelaide
22.2,2--129,D Mousley to J Kann : No Run,1st Innings - Port Adelaide
22.1,2--129,D Mousley to J Kann : No Run,1st Innings - Port Adelaide
21.6,2--129,R Els to J Kann : 1 run,1st Innings - Port Adelaide
21.5,2--128,R Els to J Kann : No Run,1st Innings - Port Adelaide
21.4,2--128,R Els to J Kann : No Run,1st Innings - Port Adelaide
21.3,2--128,R Els to C Valente : 1 run,1st Innings - Port Adelaide
21.2,2--127,R Els to C Valente : No Run,1st Innings - Port Adelaide
21.1,2--127,R Els to C Valente : No Run,1st Innings - Port Adelaide
20.6,2--127,D Mousley to C Valente : 1 run,1st Innings - Port Adelaide
20.5,2--126,D Mousley to C Valente : No Run,1st Innings - Port Adelaide
20.4,2--126,D Mousley to J Kann : 1 run,1st Innings - Port Adelaide
20.3,2--125,D Mousley to C Valente : 1 run,1st Innings - Port Adelaide
20.2,2--124,D Mousley to J Kann : 1 run,1st Innings - Port Adelaide
20.1,2--123,D Mousley to J Kann : No Run,1st Innings - Port Adelaide
19.6,2--123,S Keogh to C Valente : No Run,1st Innings - Port Adelaide
19.5,2--123,S Keogh to C Valente : No Run,1st Innings - Port Adelaide
19.4,2--123,S Keogh to J Kann : 1 run,1st Innings - Port Adelaide
19.3,2--122,S Keogh to J Kann : No Run,1st Innings - Port Adelaide
19.2,2--122,S Keogh to J Kann : 6 runs,1st Innings - Port Adelaide
19.1,2--116,S Keogh to J Kann : No Run,1st Innings - Port Adelaide
18.6,2--116,D Murphy to J Kann : 1 run,1st Innings - Port Adelaide
18.5,2--115,D Murphy to J Kann : No Run,1st Innings - Port Adelaide
18.4,2--115,D Murphy to J Kann : 4 runs,1st Innings - Port Adelaide
18.3,2--111,D Murphy to C Valente : 1 run,1st Innings - Port Adelaide
18.2,2--110,D Murphy to J Kann : 1 run,1st Innings - Port Adelaide
18.1,2--109,D Murphy to J Kann : 2 runs,1st Innings - Port Adelaide
17.7,2--107,S Keogh to J Kann : 3 runs,1st Innings - Port Adelaide
17.6,2--104,S Keogh to J Kann : 6 runs,1st Innings - Port Adelaide
17.5,2--98,S Keogh to C Valente : 1 run,1st Innings - Port Adelaide
17.4,2--97,S Keogh to J Kann : 1 run,1st Innings - Port Adelaide
17.3,2--96,S Keogh to C Valente : 1 run,1st Innings - Port Adelaide
17.2,2--95,S Keogh to I Conway : I Conway dismissed,1st Innings - Port Adelaide
17.1,1--95,S Keogh to I Conway : 1wd,1st Innings - Port Adelaide
16.6,1--94,D Murphy to J Kann : No Run,1st Innings - Port Adelaide
16.5,1--94,D Murphy to J Kann : No Run,1st Innings - Port Adelaide
16.4,1--94,D Murphy to I Conway : 1 run,1st Innings - Port Adelaide
16.3,1--93,D Murphy to J Kann : 1 run,1st Innings - Port Adelaide
16.2,1--92,D Murphy to J Kann : No Run,1st Innings - Port Adelaide
16.1,1--92,D Murphy to I Conway : 1 run,1st Innings - Port Adelaide
15.6,1--91,S Keogh to I Conway : 1 run,1st Innings - Port Adelaide
15.5,1--90,S Keogh to I Conway : No Run,1st Innings - Port Adelaide
15.4,1--90,S Keogh to I Conway : No Run,1st Innings - Port Adelaide
15.3,1--90,S Keogh to J Kann : 1 run,1st Innings - Port Adelaide
15.2,1--89,S Keogh to J Kann : 2 runs,1st Innings - Port Adelaide
15.1,1--87,S Keogh to J Kann : No Run,1st Innings - Port Adelaide
14.6,1--87,D Murphy to I Conway : No Run,1st Innings - Port Adelaide
14.5,1--87,D Murphy to J Kann : 1 run,1st Innings - Port Adelaide
14.4,1--86,D Murphy to J Kann : No Run,1st Innings - Port Adelaide
14.3,1--86,D Murphy to J Kann : 4 runs,1st Innings - Port Adelaide
14.2,1--82,D Murphy to J Kann : No Run,1st Innings - Port Adelaide
14.1,1--82,D Murphy to J Kann : No Run,1st Innings - Port Adelaide
13.6,1--82,J Reuther to I Conway : No Run,1st Innings - Port Adelaide
13.5,1--82,J Reuther to I Conway : 2 runs,1st Innings - Port Adelaide
13.4,1--80,J Reuther to J Kann : 1 run,1st Innings - Port Adelaide
13.3,1--79,J Reuther to J Kann : 6 runs,1st Innings - Port Adelaide
13.2,1--73,J Reuther to J Kann : No Run,1st Innings - Port Adelaide
13.1,1--73,J Reuther to I Conway : 1lb,1st Innings - Port Adelaide
12.6,1--72,D Murphy to J Kann : No Run,1st Innings - Port Adelaide
12.5,1--72,D Murphy to I Conway : 1 run,1st Innings - Port Adelaide
12.4,1--71,D Murphy to I Conway : No Run,1st Innings - Port Adelaide
12.3,1--71,D Murphy to J Kann : 1 run,1st Innings - Port Adelaide
12.2,1--70,D Murphy to J Kann : No Run,1st Innings - Port Adelaide
12.1,1--70,D Murphy to J Kann : No Run,1st Innings - Port Adelaide
11.7,1--70,J Reuther to J Kann : 1 run,1st Innings - Port Adelaide
11.6,1--69,J Reuther to J Kann : No Run,1st Innings - Port Adelaide
11.5,1--69,J Reuther to J Kann : No Run,1st Innings - Port Adelaide
11.4,1--69,J Reuther to J Kann : 1wd,1st Innings - Port Adelaide
11.3,1--68,J Reuther to J Kann : No Run,1st Innings - Port Adelaide
11.2,1--68,J Reuther to J Kann : No Run,1st Innings - Port Adelaide
11.1,1--68,J Reuther to J Kann : No Run,1st Innings - Port Adelaide
10.6,1--68,D Murphy to N Fernandes : N Fernandes dismissed,1st Innings - Port Adelaide
10.5,0--68,D Murphy to N Fernandes : No Run,1st Innings - Port Adelaide
10.4,0--68,D Murphy to J Kann : 1 run,1st Innings - Port Adelaide
10.3,0--67,D Murphy to J Kann : No Run,1st Innings - Port Adelaide
10.2,0--67,D Murphy to N Fernandes : 1 run,1st Innings - Port Adelaide
10.1,0--66,D Murphy to J Kann : 1 run,1st Innings - Port Adelaide
9.6,0--65,J Reuther to N Fernandes : No Run,1st Innings - Port Adelaide
9.5,0--65,J Reuther to J Kann : 1 run,1st Innings - Port Adelaide
9.4,0--64,J Reuther to N Fernandes : 1 run,1st Innings - Port Adelaide
9.3,0--63,J Reuther to N Fernandes : No Run,1st Innings - Port Adelaide
9.2,0--63,J Reuther to N Fernandes : No Run,1st Innings - Port Adelaide
9.1,0--63,J Reuther to N Fernandes : No Run,1st Innings - Port Adelaide
8.6,0--63,J Buckingham to J Kann : No Run,1st Innings - Port Adelaide
8.5,0--63,J Buckingham to N Fernandes : 1 run,1st Innings - Port Adelaide
8.4,0--62,J Buckingham to N Fernandes : No Run,1st Innings - Port Adelaide
8.3,0--62,J Buckingham to N Fernandes : 6 runs,1st Innings - Port Adelaide
8.2,0--56,J Buckingham to J Kann : 1 run,1st Innings - Port Adelaide
8.1,0--55,J Buckingham to J Kann : No Run,1st Innings - Port Adelaide
7.6,0--55,J Reuther to N Fernandes : 4 runs,1st Innings - Port Adelaide
7.5,0--51,J Reuther to N Fernandes : No Run,1st Innings - Port Adelaide
7.4,0--51,J Reuther to J Kann : 1b,1st Innings - Port Adelaide
7.3,0--50,J Reuther to J Kann : No Run,1st Innings - Port Adelaide
7.2,0--50,J Reuther to J Kann : No Run,1st Innings - Port Adelaide
7.1,0--50,J Reuther to J Kann : No Run,1st Innings - Port Adelaide
6.6,0--50,J Buckingham to N Fernandes : No Run,1st Innings - Port Adelaide
6.5,0--50,J Buckingham to J Kann : 1 run,1st Innings - Port Adelaide
6.4,0--49,J Buckingham to J Kann : No Run,1st Innings - Port Adelaide
6.3,0--49,J Buckingham to J Kann : No Run,1st Innings - Port Adelaide
6.2,0--49,J Buckingham to J Kann : No Run,1st Innings - Port Adelaide
6.1,0--49,J Buckingham to N Fernandes : 1 run,1st Innings - Port Adelaide
5.6,0--48,J Reuther to N Fernandes : 1 run,1st Innings - Port Adelaide
5.5,0--47,J Reuther to N Fernandes : 4 runs,1st Innings - Port Adelaide
5.4,0--43,J Reuther to N Fernandes : 2 runs,1st Innings - Port Adelaide
5.3,0--41,J Reuther to N Fernandes : No Run,1st Innings - Port Adelaide
5.2,0--41,J Reuther to N Fernandes : 4 runs,1st Innings - Port Adelaide
5.1,0--37,J Reuther to N Fernandes : No Run,1st Innings - Port Adelaide
4.6,0--37,J Buckingham to J Kann : No Run,1st Innings - Port Adelaide
4.5,0--37,J Buckingham to J Kann : No Run,1st Innings - Port Adelaide
4.4,0--37,J Buckingham to J Kann : No Run,1st Innings - Port Adelaide
4.3,0--37,J Buckingham to J Kann : 4 runs,1st Innings - Port Adelaide
4.2,0--33,J Buckingham to J Kann : No Run,1st Innings - Port Adelaide
4.1,0--33,J Buckingham to J Kann : 2 runs,1st Innings - Port Adelaide
3.6,0--31,S Keogh to J Kann : 1 run,1st Innings - Port Adelaide
3.5,0--30,S Keogh to J Kann : No Run,1st Innings - Port Adelaide
3.4,0--30,S Keogh to J Kann : 4 runs,1st Innings - Port Adelaide
3.3,0--26,S Keogh to J Kann : 6 runs,1st Innings - Port Adelaide
3.2,0--20,S Keogh to J Kann : No Run,1st Innings - Port Adelaide
3.1,0--20,S Keogh to J Kann : 6 runs,1st Innings - Port Adelaide
2.6,0--14,J Buckingham to N Fernandes : No Run,1st Innings - Port Adelaide
2.5,0--14,J Buckingham to J Kann : 1 run,1st Innings - Port Adelaide
2.4,0--13,J Buckingham to J Kann : No Run,1st Innings - Port Adelaide
2.3,0--13,J Buckingham to N Fernandes : 1 run,1st Innings - Port Adelaide
2.2,0--12,J Buckingham to N Fernandes : No Run,1st Innings - Port Adelaide
2.1,0--12,J Buckingham to J Kann : 1 run,1st Innings - Port Adelaide
1.6,0--11,S Keogh to N Fernandes : No Run,1st Innings - Port Adelaide
1.5,0--11,S Keogh to J Kann : 1 run,1st Innings - Port Adelaide
1.4,0--10,S Keogh to J Kann : No Run,1st Innings - Port Adelaide
1.3,0--10,S Keogh to J Kann : No Run,1st Innings - Port Adelaide
1.2,0--10,S Keogh to N Fernandes : 3 runs,1st Innings - Port Adelaide
1.1,0--7,S Keogh to N Fernandes : 4 runs,1st Innings - Port Adelaide
0.6,0--3,J Buckingham to N Fernandes : 1 run,1st Innings - Port Adelaide
0.5,0--2,J Buckingham to J Kann : 1 run,1st Innings - Port Adelaide
0.4,0--1,J Buckingham to J Kann : No Run,1st Innings - Port Adelaide
0.3,0--1,J Buckingham to N Fernandes : 1 run,1st Innings - Port Adelaide
0.2,0--0,J Buckingham to N Fernandes : No Run,1st Innings - Port Adelaide
0.1,0--0,J Buckingham to N Fernandes : No Run,1st Innings - Port Adelaide
