Ball,Score,Outcome,Innings
35.4,7--152,B Turley to J Buckingham : No Run,1st Innings - West Torrens
35.3,7--152,B Turley to S Keogh : 3 runs,1st Innings - West Torrens
35.2,7--149,B Turley to J Buckingham : 1 run,1st Innings - West Torrens
35.1,7--148,B Turley to S Keogh : 1 run,1st Innings - West Torrens
34.6,7--147,T Andrews to J Buckingham : No Run,1st Innings - West Torrens
34.5,7--147,T Andrews to J Buckingham : No Run,1st Innings - West Torrens
34.4,7--147,T Andrews to J Buckingham : No Run,1st Innings - West Torrens
34.3,7--147,T Andrews to J Buckingham : No Run,1st Innings - West Torrens
34.2,7--147,T Andrews to J Buckingham : No Run,1st Innings - West Torrens
34.1,7--147,T Andrews to J Buckingham : No Run,1st Innings - West Torrens
33.6,7--147,L Greber to J Buckingham : 1 run,1st Innings - West Torrens
33.5,7--146,L Greber to S Johnson : S Johnson dismissed,1st Innings - West Torrens
33.4,6--146,L Greber to S Johnson : No Run,1st Innings - West Torrens
33.3,6--146,L Greber to S Johnson : No Run,1st Innings - West Torrens
33.2,6--146,L Greber to S Johnson : 4 runs,1st Innings - West Torrens
33.1,6--142,L Greber to S Johnson : 2 runs,1st Innings - West Torrens
32.6,6--140,N Fernandes to S Johnson : 1 run,1st Innings - West Torrens
32.5,6--139,N Fernandes to S Keogh : 1 run,1st Innings - West Torrens
32.4,6--138,N Fernandes to S Johnson : 1 run,1st Innings - West Torrens
32.3,6--137,N Fernandes to S Johnson : 2 runs,1st Innings - West Torrens
32.2,6--135,N Fernandes to S Johnson : 6 runs,1st Innings - West Torrens
32.1,6--129,N Fernandes to S Johnson : No Run,1st Innings - West Torrens
31.6,6--129,L Greber to S Keogh : No Run,1st Innings - West Torrens
31.5,6--129,L Greber to S Keogh : No Run,1st Innings - West Torrens
31.4,6--129,L Greber to S Keogh : No Run,1st Innings - West Torrens
31.3,6--129,L Greber to S Keogh : No Run,1st Innings - West Torrens
31.2,6--129,L Greber to S Keogh : No Run,1st Innings - West Torrens
31.1,6--129,L Greber to S Johnson : 1 run,1st Innings - West Torrens
30.6,6--128,N Fernandes to S Keogh : No Run,1st Innings - West Torrens
30.5,6--128,N Fernandes to S Keogh : No Run,1st Innings - West Torrens
30.4,6--128,N Fernandes to S Keogh : 2 runs,1st Innings - West Torrens
30.3,6--126,N Fernandes to S Johnson : 3 runs,1st Innings - West Torrens
30.2,6--123,N Fernandes to S Johnson : 2 runs,1st Innings - West Torrens
30.1,6--121,N Fernandes to S Johnson : 2 runs,1st Innings - West Torrens
29.7,6--119,L Greber to S Keogh : No Run,1st Innings - West Torrens
29.6,6--119,L Greber to S Johnson : 1 run,1st Innings - West Torrens
29.5,6--118,L Greber to S Johnson : No Run,1st Innings - West Torrens
29.4,6--118,L Greber to S Johnson : No Run,1st Innings - West Torrens
29.3,6--118,L Greber to S Johnson : No Run,1st Innings - West Torrens
29.2,6--118,L Greber to S Johnson : No Run,1st Innings - West Torrens
29.1,6--118,L Greber to S Johnson : 1wd,1st Innings - West Torrens
28.6,6--117,N Fernandes to S Johnson : 1 run,1st Innings - West Torrens
28.5,6--116,N Fernandes to S Keogh : 1 run,1st Innings - West Torrens
28.4,6--115,N Fernandes to S Johnson : 1 run,1st Innings - West Torrens
28.3,6--114,N Fernandes to S Johnson : No Run,1st Innings - West Torrens
28.2,6--114,N Fernandes to S Keogh : 1 run,1st Innings - West Torrens
28.1,6--113,N Fernandes to S Keogh : No Run,1st Innings - West Torrens
27.7,6--113,L Greber to S Johnson : No Run,1st Innings - West Torrens
27.6,6--113,L Greber to S Keogh : 1 run,1st Innings - West Torrens
27.5,6--112,L Greber to S Keogh : No Run,1st Innings - West Torrens
27.4,6--112,L Greber to S Keogh : No Run,1st Innings - West Torrens
27.3,6--112,L Greber to S Keogh : No Run,1st Innings - West Torrens
27.2,6--112,L Greber to S Keogh : No Run,1st Innings - West Torrens
27.1,6--112,L Greber to S Keogh : 1wd,1st Innings - West Torrens
26.8,6--111,T Andrews to S Johnson : No Run,1st Innings - West Torrens
26.7,6--111,T Andrews to S Johnson : 6 runs,1st Innings - West Torrens
26.6,6--105,T Andrews to S Johnson : No Run,1st Innings - West Torrens
26.5,6--105,T Andrews to S Johnson : 3wd,1st Innings - West Torrens
26.4,6--102,T Andrews to S Johnson : 1wd,1st Innings - West Torrens
26.3,6--101,T Andrews to S Johnson : No Run,1st Innings - West Torrens
26.2,6--101,T Andrews to S Johnson : No Run,1st Innings - West Torrens
26.1,6--101,T Andrews to S Johnson : 2 runs,1st Innings - West Torrens
25.6,6--99,J Kann to S Keogh : 4 runs,1st Innings - West Torrens
25.5,6--95,J Kann to S Keogh : No Run,1st Innings - West Torrens
25.4,6--95,J Kann to S Keogh : No Run,1st Innings - West Torrens
25.3,6--95,J Kann to S Keogh : 6 runs,1st Innings - West Torrens
25.2,6--89,J Kann to S Johnson : 1 run,1st Innings - West Torrens
25.1,6--88,J Kann to S Keogh : 1 run,1st Innings - West Torrens
24.7,6--87,T Andrews to S Johnson : No Run,1st Innings - West Torrens
24.6,6--87,T Andrews to S Johnson : No Run,1st Innings - West Torrens
24.5,6--87,T Andrews to S Johnson : No Run,1st Innings - West Torrens
24.4,6--87,T Andrews to S Johnson : No Run,1st Innings - West Torrens
24.3,6--87,T Andrews to S Keogh : 1 run,1st Innings - West Torrens
24.2,6--86,T Andrews to S Keogh : 1wd,1st Innings - West Torrens
24.1,6--85,T Andrews to S Johnson : 1 run,1st Innings - West Torrens
23.6,6--84,J Kann to S Keogh : No Run,1st Innings - West Torrens
23.5,6--84,J Kann to S Keogh : No Run,1st Innings - West Torrens
23.4,6--84,J Kann to S Johnson : 1 run,1st Innings - West Torrens
23.3,6--83,J Kann to S Johnson : No Run,1st Innings - West Torrens
23.2,6--83,J Kann to S Johnson : No Run,1st Innings - West Torrens
23.1,6--83,J Kann to S Johnson : No Run,1st Innings - West Torrens
22.6,6--83,T Andrews to S Keogh : No Run,1st Innings - West Torrens
22.5,6--83,T Andrews to S Keogh : No Run,1st Innings - West Torrens
22.4,6--83,T Andrews to S Keogh : No Run,1st Innings - West Torrens
22.3,6--83,T Andrews to S Keogh : No Run,1st Innings - West Torrens
22.2,6--83,T Andrews to S Keogh : 4 runs,1st Innings - West Torrens
22.1,6--79,T Andrews to S Keogh : No Run,1st Innings - West Torrens
21.6,6--79,C Valente to S Johnson : No Run,1st Innings - West Torrens
21.5,6--79,C Valente to S Johnson : No Run,1st Innings - West Torrens
21.4,6--79,C Valente to S Keogh : 1 run,1st Innings - West Torrens
21.3,6--78,C Valente to S Keogh : No Run,1st Innings - West Torrens
21.2,6--78,C Valente to S Keogh : 2 runs,1st Innings - West Torrens
21.1,6--76,C Valente to S Keogh : No Run,1st Innings - West Torrens
20.7,6--76,T Andrews to S Johnson : 6 runs,1st Innings - West Torrens
20.6,6--70,T Andrews to S Johnson : No Run,1st Innings - West Torrens
20.5,6--70,T Andrews to S Johnson : No Run,1st Innings - West Torrens
20.4,6--70,T Andrews to S Johnson : No Run,1st Innings - West Torrens
20.3,6--70,T Andrews to B Capel : B Capel dismissed,1st Innings - West Torrens
20.2,5--70,T Andrews to S Keogh : 1 run,1st Innings - West Torrens
20.1,5--69,T Andrews to B Capel : 2wd,1st Innings - West Torrens
19.6,5--67,C Valente to S Keogh : No Run,1st Innings - West Torrens
19.5,5--67,C Valente to B Capel : 1 run,1st Innings - West Torrens
19.4,5--66,C Valente to B Capel : No Run,1st Innings - West Torrens
19.3,5--66,C Valente to B Capel : No Run,1st Innings - West Torrens
19.2,5--66,C Valente to B Capel : No Run,1st Innings - West Torrens
19.1,5--66,C Valente to B Capel : No Run,1st Innings - West Torrens
18.6,5--66,T Andrews to S Keogh : No Run,1st Innings - West Torrens
18.5,5--66,T Andrews to S Keogh : No Run,1st Innings - West Torrens
18.4,5--66,T Andrews to S Keogh : No Run,1st Innings - West Torrens
18.3,5--66,T Andrews to S Keogh : 2 runs,1st Innings - West Torrens
18.2,5--64,T Andrews to S Keogh : No Run,1st Innings - West Torrens
18.1,5--64,T Andrews to B Capel : 1 run,1st Innings - West Torrens
17.6,5--63,C Valente to S Keogh : No Run,1st Innings - West Torrens
17.5,5--63,C Valente to S Keogh : No Run,1st Innings - West Torrens
17.4,5--63,C Valente to S Keogh : No Run,1st Innings - West Torrens
17.3,5--63,C Valente to S Keogh : 2 runs,1st Innings - West Torrens
17.2,5--61,C Valente to R Els : R Els dismissed,1st Innings - West Torrens
17.1,4--61,C Valente to B Capel : 1 run,1st Innings - West Torrens
16.6,4--60,T Andrews to D Mousley : D Mousley dismissed,1st Innings - West Torrens
16.5,3--60,T Andrews to D Mousley : No Run,1st Innings - West Torrens
16.4,3--60,T Andrews to D Mousley : No Run,1st Innings - West Torrens
16.3,3--60,T Andrews to D Mousley : No Run,1st Innings - West Torrens
16.2,3--60,T Andrews to D Mousley : No Run,1st Innings - West Torrens
16.1,3--60,T Andrews to B Capel : 1 run,1st Innings - West Torrens
15.6,3--59,C Valente to D Mousley : No Run,1st Innings - West Torrens
15.5,3--59,C Valente to D Mousley : No Run,1st Innings - West Torrens
15.4,3--59,C Valente to D Mousley : No Run,1st Innings - West Torrens
15.3,3--59,C Valente to D Mousley : No Run,1st Innings - West Torrens
15.2,3--59,C Valente to D Mousley : No Run,1st Innings - West Torrens
15.1,3--59,C Valente to D Mousley : No Run,1st Innings - West Torrens
14.6,3--59,B Turley to B Capel : No Run,1st Innings - West Torrens
14.5,3--59,B Turley to B Capel : No Run,1st Innings - West Torrens
14.4,3--59,B Turley to B Capel : No Run,1st Innings - West Torrens
14.3,3--59,B Turley to B Capel : No Run,1st Innings - West Torrens
14.2,3--59,B Turley to D Mousley : 1 run,1st Innings - West Torrens
14.1,3--58,B Turley to D Mousley : No Run,1st Innings - West Torrens
13.6,3--58,C Valente to D Mousley : 1 run,1st Innings - West Torrens
13.5,3--57,C Valente to D Mousley : No Run,1st Innings - West Torrens
13.4,3--57,C Valente to D Mousley : No Run,1st Innings - West Torrens
13.3,3--57,C Valente to B Capel : 1 run,1st Innings - West Torrens
13.2,3--56,C Valente to B Capel : No Run,1st Innings - West Torrens
13.1,3--56,C Valente to B Capel : No Run,1st Innings - West Torrens
12.6,3--56,B Turley to D Mousley : No Run,1st Innings - West Torrens
12.5,3--56,B Turley to D Mousley : 2 runs,1st Innings - West Torrens
12.4,3--54,B Turley to D Mousley : No Run,1st Innings - West Torrens
12.3,3--54,B Turley to D Mousley : 4 runs,1st Innings - West Torrens
12.2,3--50,B Turley to B Capel : 1 run,1st Innings - West Torrens
12.1,3--49,B Turley to B Capel : No Run,1st Innings - West Torrens
11.8,3--49,L Greber to D Mousley : No Run,1st Innings - West Torrens
11.7,3--49,L Greber to D Mousley : 2 runs,1st Innings - West Torrens
11.6,3--47,L Greber to D Mousley : No Run,1st Innings - West Torrens
11.5,3--47,L Greber to D Mousley : 1wd,1st Innings - West Torrens
11.4,3--46,L Greber to D Mousley : No Run,1st Innings - West Torrens
11.3,3--46,L Greber to B Capel : 1 run,1st Innings - West Torrens
11.2,3--45,L Greber to B Capel : No Run,1st Innings - West Torrens
11.1,3--45,L Greber to B Capel : 1wd,1st Innings - West Torrens
10.6,3--44,B Turley to D Mousley : No Run,1st Innings - West Torrens
10.5,3--44,B Turley to D Drew : D Drew dismissed,1st Innings - West Torrens
10.4,2--44,B Turley to B Capel : 1 run,1st Innings - West Torrens
10.3,2--43,B Turley to B Capel : No Run,1st Innings - West Torrens
10.2,2--43,B Turley to B Capel : No Run,1st Innings - West Torrens
10.1,2--43,B Turley to D Drew : 1 run,1st Innings - West Torrens
9.6,2--42,L Greber to B Capel : No Run,1st Innings - West Torrens
9.5,2--42,L Greber to D Drew : 1 run,1st Innings - West Torrens
9.4,2--41,L Greber to D Drew : No Run,1st Innings - West Torrens
9.3,2--41,L Greber to K Smith : K Smith dismissed,1st Innings - West Torrens
9.2,1--41,L Greber to K Smith : 2 runs,1st Innings - West Torrens
9.1,1--39,L Greber to K Smith : No Run,1st Innings - West Torrens
8.6,1--39,B Turley to B Capel : No Run,1st Innings - West Torrens
8.5,1--39,B Turley to B Capel : 2 runs,1st Innings - West Torrens
8.4,1--37,B Turley to B Capel : 6 runs,1st Innings - West Torrens
8.3,1--31,B Turley to B Capel : 2 runs,1st Innings - West Torrens
8.2,1--29,B Turley to B Capel : No Run,1st Innings - West Torrens
8.1,1--29,B Turley to B Capel : No Run,1st Innings - West Torrens
7.6,1--29,L Greber to B Capel : 1 run,1st Innings - West Torrens
7.5,1--28,L Greber to K Smith : 1 run,1st Innings - West Torrens
7.4,1--27,L Greber to K Smith : No Run,1st Innings - West Torrens
7.3,1--27,L Greber to K Smith : No Run,1st Innings - West Torrens
7.2,1--27,L Greber to K Smith : No Run,1st Innings - West Torrens
7.1,1--27,L Greber to R Hackney : R Hackney dismissed,1st Innings - West Torrens
6.6,0--27,B Turley to B Capel : 6 runs,1st Innings - West Torrens
6.5,0--21,B Turley to B Capel : 2 runs,1st Innings - West Torrens
6.4,0--19,B Turley to B Capel : No Run,1st Innings - West Torrens
6.3,0--19,B Turley to B Capel : No Run,1st Innings - West Torrens
6.2,0--19,B Turley to B Capel : No Run,1st Innings - West Torrens
6.1,0--19,B Turley to B Capel : No Run,1st Innings - West Torrens
5.6,0--19,L Greber to R Hackney : No Run,1st Innings - West Torrens
5.5,0--19,L Greber to R Hackney : 2 runs,1st Innings - West Torrens
5.4,0--17,L Greber to B Capel : 1 run,1st Innings - West Torrens
5.3,0--16,L Greber to R Hackney : 1 run,1st Innings - West Torrens
5.2,0--15,L Greber to R Hackney : No Run,1st Innings - West Torrens
5.1,0--15,L Greber to R Hackney : No Run,1st Innings - West Torrens
4.7,0--15,C Valente to R Hackney : 1 run,1st Innings - West Torrens
4.6,0--14,C Valente to R Hackney : No Run,1st Innings - West Torrens
4.5,0--14,C Valente to B Capel : 1 run,1st Innings - West Torrens
4.4,0--13,C Valente to B Capel : No Run,1st Innings - West Torrens
4.3,0--13,C Valente to B Capel : No Run,1st Innings - West Torrens
4.2,0--13,C Valente to B Capel : 1wd,1st Innings - West Torrens
4.1,0--12,C Valente to R Hackney : 1 run,1st Innings - West Torrens
3.6,0--11,L Greber to B Capel : No Run,1st Innings - West Torrens
3.5,0--11,L Greber to R Hackney : 1 run,1st Innings - West Torrens
3.4,0--10,L Greber to B Capel : 1 run,1st Innings - West Torrens
3.3,0--9,L Greber to R Hackney : 1 run,1st Innings - West Torrens
3.2,0--8,L Greber to R Hackney : No Run,1st Innings - West Torrens
3.1,0--8,L Greber to R Hackney : No Run,1st Innings - West Torrens
2.6,0--8,C Valente to B Capel : No Run,1st Innings - West Torrens
2.5,0--8,C Valente to R Hackney : 1 run,1st Innings - West Torrens
2.4,0--7,C Valente to B Capel : 1 run,1st Innings - West Torrens
2.3,0--6,C Valente to R Hackney : 1 run,1st Innings - West Torrens
2.2,0--5,C Valente to B Capel : 1 run,1st Innings - West Torrens
2.1,0--4,C Valente to R Hackney : 1 run,1st Innings - West Torrens
1.6,0--3,L Greber to B Capel : No Run,1st Innings - West Torrens
1.5,0--3,L Greber to B Capel : No Run,1st Innings - West Torrens
1.4,0--3,L Greber to B Capel : No Run,1st Innings - West Torrens
1.3,0--3,L Greber to B Capel : No Run,1st Innings - West Torrens
1.2,0--3,L Greber to B Capel : No Run,1st Innings - West Torrens
1.1,0--3,L Greber to R Hackney : 1 run,1st Innings - West Torrens
0.7,0--2,C Valente to B Capel : No Run,1st Innings - West Torrens
0.6,0--2,C Valente to B Capel : 1wd,1st Innings - West Torrens
0.5,0--1,C Valente to B Capel : No Run,1st Innings - West Torrens
0.4,0--1,C Valente to B Capel : No Run,1st Innings - West Torrens
0.3,0--1,C Valente to B Capel : No Run,1st Innings - West Torrens
0.2,0--1,C Valente to R Hackney : 1 run,1st Innings - West Torrens
0.1,0--0,C Valente to R Hackney : No Run,1st Innings - West Torrens
49.6,9--214,S Keogh to C Valente : 4 runs,1st Innings - Port Adelaide
49.5,9--210,S Keogh to L Greber : 1 run,1st Innings - Port Adelaide
49.4,9--209,S Keogh to L Greber : 2 runs,1st Innings - Port Adelaide
49.3,9--207,S Keogh to L Greber : 2 runs,1st Innings - Port Adelaide
49.2,9--205,S Keogh to C Valente : 1 run,1st Innings - Port Adelaide
49.1,9--204,S Keogh to C Valente : No Run,1st Innings - Port Adelaide
48.6,9--204,R Els to C Valente : 1 run,1st Innings - Port Adelaide
48.5,9--203,R Els to L Greber : 1 run,1st Innings - Port Adelaide
48.4,9--202,R Els to L Greber : No Run,1st Innings - Port Adelaide
48.3,9--202,R Els to C Valente : 1 run,1st Innings - Port Adelaide
48.2,9--201,R Els to C Valente : No Run,1st Innings - Port Adelaide
48.1,9--201,R Els to C Valente : No Run,1st Innings - Port Adelaide
47.6,9--201,S Keogh to L Greber : 2 runs,1st Innings - Port Adelaide
47.5,9--199,S Keogh to L Greber : No Run,1st Innings - Port Adelaide
47.4,9--199,S Keogh to L Greber : No Run,1st Innings - Port Adelaide
47.3,9--199,S Keogh to C Valente : 1 run,1st Innings - Port Adelaide
47.2,9--198,S Keogh to C Valente : 4 runs,1st Innings - Port Adelaide
47.1,9--194,S Keogh to C Valente : No Run,1st Innings - Port Adelaide
46.6,9--194,D Mousley to L Greber : No Run,1st Innings - Port Adelaide
46.5,9--194,D Mousley to C Valente : 1 run,1st Innings - Port Adelaide
46.4,9--193,D Mousley to L Greber : 1 run,1st Innings - Port Adelaide
46.3,9--192,D Mousley to C Valente : 1 run,1st Innings - Port Adelaide
46.2,9--191,D Mousley to C Valente : No Run,1st Innings - Port Adelaide
46.1,9--191,D Mousley to C Valente : No Run,1st Innings - Port Adelaide
45.6,9--191,S Keogh to L Greber : No Run,1st Innings - Port Adelaide
45.5,9--191,S Keogh to C Valente : 1 run,1st Innings - Port Adelaide
45.4,9--190,S Keogh to L Greber : 1 run,1st Innings - Port Adelaide
45.3,9--189,S Keogh to C Valente : 1 run,1st Innings - Port Adelaide
45.2,9--188,S Keogh to C Valente : No Run,1st Innings - Port Adelaide
45.1,9--188,S Keogh to C Valente : No Run,1st Innings - Port Adelaide
44.6,9--188,D Mousley to L Greber : No Run,1st Innings - Port Adelaide
44.5,9--188,D Mousley to L Greber : No Run,1st Innings - Port Adelaide
44.4,9--188,D Mousley to L Greber : No Run,1st Innings - Port Adelaide
44.3,9--188,D Mousley to L Greber : No Run,1st Innings - Port Adelaide
44.2,9--188,D Mousley to L Greber : No Run,1st Innings - Port Adelaide
44.1,9--188,D Mousley to L Greber : No Run,1st Innings - Port Adelaide
43.7,9--188,J Buckingham to L Greber : 1 run,1st Innings - Port Adelaide
43.6,9--187,J Buckingham to L Greber : No Run,1st Innings - Port Adelaide
43.5,9--187,J Buckingham to L Greber : No Run,1st Innings - Port Adelaide
43.4,9--187,J Buckingham to L Greber : 1wd,1st Innings - Port Adelaide
43.3,9--186,J Buckingham to L Greber : No Run,1st Innings - Port Adelaide
43.2,9--186,J Buckingham to L Greber : No Run,1st Innings - Port Adelaide
43.1,9--186,J Buckingham to C Valente : 1 run,1st Innings - Port Adelaide
42.6,9--185,D Mousley to B Turley : B Turley dismissed,1st Innings - Port Adelaide
42.5,8--185,D Mousley to C Valente : 1 run,1st Innings - Port Adelaide
42.4,8--184,D Mousley to B Turley : 1 run,1st Innings - Port Adelaide
42.3,8--183,D Mousley to B Turley : No Run,1st Innings - Port Adelaide
42.2,8--183,D Mousley to C Valente : 1 run,1st Innings - Port Adelaide
42.1,8--182,D Mousley to C Valente : No Run,1st Innings - Port Adelaide
41.6,8--182,J Buckingham to C Valente : 1 run,1st Innings - Port Adelaide
41.5,8--181,J Buckingham to C Valente : 2 runs,1st Innings - Port Adelaide
41.4,8--179,J Buckingham to B Turley : 1 run,1st Innings - Port Adelaide
41.3,8--178,J Buckingham to B Turley : No Run,1st Innings - Port Adelaide
41.2,8--178,J Buckingham to B Turley : 6 runs,1st Innings - Port Adelaide
41.1,8--172,J Buckingham to B Turley : No Run,1st Innings - Port Adelaide
40.6,8--172,D Murphy to B Turley : 1 run,1st Innings - Port Adelaide
40.5,8--171,D Murphy to C Valente : 1 run,1st Innings - Port Adelaide
40.4,8--170,D Murphy to B Turley : 1 run,1st Innings - Port Adelaide
40.3,8--169,D Murphy to B Turley : No Run,1st Innings - Port Adelaide
40.2,8--169,D Murphy to C Valente : 1 run,1st Innings - Port Adelaide
40.1,8--168,D Murphy to C Valente : No Run,1st Innings - Port Adelaide
39.6,8--168,J Buckingham to C Valente : 1 run,1st Innings - Port Adelaide
39.5,8--167,J Buckingham to B Turley : 1 run,1st Innings - Port Adelaide
39.4,8--166,J Buckingham to B Turley : No Run,1st Innings - Port Adelaide
39.3,8--166,J Buckingham to B Turley : No Run,1st Innings - Port Adelaide
39.2,8--166,J Buckingham to C Valente : 1 run,1st Innings - Port Adelaide
39.1,8--165,J Buckingham to B Turley : 1lb,1st Innings - Port Adelaide
38.6,8--164,D Murphy to C Valente : No Run,1st Innings - Port Adelaide
38.5,8--164,D Murphy to C Valente : No Run,1st Innings - Port Adelaide
38.4,8--164,D Murphy to C Valente : No Run,1st Innings - Port Adelaide
38.3,8--164,D Murphy to B Turley : 1 run,1st Innings - Port Adelaide
38.2,8--163,D Murphy to B Turley : No Run,1st Innings - Port Adelaide
38.1,8--163,D Murphy to C Valente : 1 run,1st Innings - Port Adelaide
37.7,8--162,R Els to B Turley : No Run,1st Innings - Port Adelaide
37.6,8--162,R Els to B Turley : No Run,1st Innings - Port Adelaide
37.5,8--162,R Els to B Turley : No Run,1st Innings - Port Adelaide
37.4,8--162,R Els to B Turley : 1wd,1st Innings - Port Adelaide
37.3,8--161,R Els to D Khan : D Khan dismissed,1st Innings - Port Adelaide
37.2,7--161,R Els to D Khan : No Run,1st Innings - Port Adelaide
37.1,7--161,R Els to D Khan : No Run,1st Innings - Port Adelaide
36.6,7--161,D Murphy to D Khan : 1 run,1st Innings - Port Adelaide
36.5,7--160,D Murphy to C Valente : 1 run,1st Innings - Port Adelaide
36.4,7--159,D Murphy to C Valente : No Run,1st Innings - Port Adelaide
36.3,7--159,D Murphy to C Valente : No Run,1st Innings - Port Adelaide
36.2,7--159,D Murphy to C Valente : No Run,1st Innings - Port Adelaide
36.1,7--159,D Murphy to C Valente : 6 runs,1st Innings - Port Adelaide
35.6,7--153,R Els to D Khan : No Run,1st Innings - Port Adelaide
35.5,7--153,R Els to D Khan : No Run,1st Innings - Port Adelaide
35.4,7--153,R Els to D Khan : No Run,1st Innings - Port Adelaide
35.3,7--153,R Els to C Valente : 1 run,1st Innings - Port Adelaide
35.2,7--152,R Els to C Valente : No Run,1st Innings - Port Adelaide
35.1,7--152,R Els to C Valente : 2 runs,1st Innings - Port Adelaide
34.6,7--150,D Murphy to D Khan : No Run,1st Innings - Port Adelaide
34.5,7--150,D Murphy to D Khan : No Run,1st Innings - Port Adelaide
34.4,7--150,D Murphy to K Jones : K Jones dismissed,1st Innings - Port Adelaide
34.3,6--150,D Murphy to K Jones : No Run,1st Innings - Port Adelaide
34.2,6--150,D Murphy to W Forster : W Forster dismissed,1st Innings - Port Adelaide
34.1,5--150,D Murphy to W Forster : No Run,1st Innings - Port Adelaide
33.6,5--150,S Keogh to W Forster : 1 run,1st Innings - Port Adelaide
33.5,5--149,S Keogh to C Valente : 1 run,1st Innings - Port Adelaide
33.4,5--148,S Keogh to C Valente : No Run,1st Innings - Port Adelaide
33.3,5--148,S Keogh to W Forster : 1 run,1st Innings - Port Adelaide
33.2,5--147,S Keogh to C Valente : 1 run,1st Innings - Port Adelaide
33.1,5--146,S Keogh to W Forster : 1lb,1st Innings - Port Adelaide
32.6,5--145,D Mousley to C Valente : No Run,1st Innings - Port Adelaide
32.5,5--145,D Mousley to W Forster : 1 run,1st Innings - Port Adelaide
32.4,5--144,D Mousley to W Forster : No Run,1st Innings - Port Adelaide
32.3,5--144,D Mousley to C Valente : 1 run,1st Innings - Port Adelaide
32.2,5--143,D Mousley to C Valente : No Run,1st Innings - Port Adelaide
32.1,5--143,D Mousley to C Valente : No Run,1st Innings - Port Adelaide
31.6,5--143,S Keogh to W Forster : No Run,1st Innings - Port Adelaide
31.5,5--143,S Keogh to W Forster : No Run,1st Innings - Port Adelaide
31.4,5--143,S Keogh to W Forster : No Run,1st Innings - Port Adelaide
31.3,5--143,S Keogh to C Valente : 1 run,1st Innings - Port Adelaide
31.2,5--142,S Keogh to C Valente : No Run,1st Innings - Port Adelaide
31.1,5--142,S Keogh to C Valente : No Run,1st Innings - Port Adelaide
30.6,5--142,D Mousley to W Forster : No Run,1st Innings - Port Adelaide
30.5,5--142,D Mousley to W Forster : No Run,1st Innings - Port Adelaide
30.4,5--142,D Mousley to W Forster : No Run,1st Innings - Port Adelaide
30.3,5--142,D Mousley to W Forster : No Run,1st Innings - Port Adelaide
