Ball,Score,Outcome,Innings
3.6,0--15,C Valente to C Leddicoat : No Run,1st Innings - Kensington
3.5,0--15,C Valente to C Leddicoat : No Run,1st Innings - Kensington
3.4,0--15,C Valente to C Leddicoat : No Run,1st Innings - Kensington
3.3,0--15,C Valente to C Leddicoat : 2 runs,1st Innings - Kensington
3.2,0--13,C Valente to C Leddicoat : No Run,1st Innings - Kensington
3.1,0--13,C Valente to C Leddicoat : No Run,1st Innings - Kensington
2.6,0--13,L Greber to H Hunt : No Run,1st Innings - Kensington
2.5,0--13,L Greber to H Hunt : 2 runs,1st Innings - Kensington
2.4,0--11,L Greber to H Hunt : 4 runs,1st Innings - Kensington
2.3,0--7,L Greber to C Leddicoat : 1 run,1st Innings - Kensington
2.2,0--6,L Greber to C Leddicoat : No Run,1st Innings - Kensington
2.1,0--6,L Greber to H Hunt : 1lb,1st Innings - Kensington
1.6,0--5,C Valente to C Leddicoat : No Run,1st Innings - Kensington
1.5,0--5,C Valente to C Leddicoat : No Run,1st Innings - Kensington
1.4,0--5,C Valente to C Leddicoat : No Run,1st Innings - Kensington
1.3,0--5,C Valente to C Leddicoat : No Run,1st Innings - Kensington
1.2,0--5,C Valente to H Hunt : 1 run,1st Innings - Kensington
1.1,0--4,C Valente to H Hunt : No Run,1st Innings - Kensington
0.6,0--4,L Greber to C Leddicoat : No Run,1st Innings - Kensington
0.5,0--4,L Greber to H Hunt : 1lb,1st Innings - Kensington
0.4,0--3,L Greber to H Hunt : No Run,1st Innings - Kensington
0.3,0--3,L Greber to H Hunt : No Run,1st Innings - Kensington
0.2,0--3,L Greber to C Leddicoat : 1lb,1st Innings - Kensington
0.1,0--2,L Greber to C Leddicoat : 2 runs,1st Innings - Kensington
