Ball,Score,Outcome,Innings
7.2,0--9,N McFadyen to N Fernandes : No Run,1st Innings - Port Adelaide
7.1,0--9,N McFadyen to N Fernandes : No Run,1st Innings - Port Adelaide
6.6,0--9,A Stockdale to Z McCabe : No Run,1st Innings - Port Adelaide
6.5,0--9,A Stockdale to Z McCabe : No Run,1st Innings - Port Adelaide
6.4,0--9,A Stockdale to Z McCabe : No Run,1st Innings - Port Adelaide
6.3,0--9,A Stockdale to Z McCabe : No Run,1st Innings - Port Adelaide
6.2,0--9,A Stockdale to Z McCabe : No Run,1st Innings - Port Adelaide
6.1,0--9,A Stockdale to N Fernandes : 1 run,1st Innings - Port Adelaide
5.6,0--8,N McFadyen to Z McCabe : No Run,1st Innings - Port Adelaide
5.5,0--8,N McFadyen to Z McCabe : No Run,1st Innings - Port Adelaide
5.4,0--8,N McFadyen to Z McCabe : No Run,1st Innings - Port Adelaide
5.3,0--8,N McFadyen to Z McCabe : No Run,1st Innings - Port Adelaide
5.2,0--8,N McFadyen to Z McCabe : No Run,1st Innings - Port Adelaide
5.1,0--8,N McFadyen to Z McCabe : No Run,1st Innings - Port Adelaide
4.6,0--8,A Stockdale to N Fernandes : No Run,1st Innings - Port Adelaide
4.5,0--8,A Stockdale to N Fernandes : No Run,1st Innings - Port Adelaide
4.4,0--8,A Stockdale to N Fernandes : No Run,1st Innings - Port Adelaide
4.3,0--8,A Stockdale to N Fernandes : No Run,1st Innings - Port Adelaide
4.2,0--8,A Stockdale to N Fernandes : No Run,1st Innings - Port Adelaide
4.1,0--8,A Stockdale to N Fernandes : No Run,1st Innings - Port Adelaide
3.6,0--8,N McFadyen to Z McCabe : No Run,1st Innings - Port Adelaide
3.5,0--8,N McFadyen to N Fernandes : 1lb,1st Innings - Port Adelaide
3.4,0--7,N McFadyen to N Fernandes : No Run,1st Innings - Port Adelaide
3.3,0--7,N McFadyen to N Fernandes : No Run,1st Innings - Port Adelaide
3.2,0--7,N McFadyen to N Fernandes : No Run,1st Innings - Port Adelaide
3.1,0--7,N McFadyen to N Fernandes : No Run,1st Innings - Port Adelaide
2.7,0--7,A Stockdale to N Fernandes : 2 runs,1st Innings - Port Adelaide
2.6,0--5,A Stockdale to N Fernandes : No Run,1st Innings - Port Adelaide
2.5,0--5,A Stockdale to N Fernandes : No Run,1st Innings - Port Adelaide
2.4,0--5,A Stockdale to N Fernandes : No Run,1st Innings - Port Adelaide
2.3,0--5,A Stockdale to N Fernandes : 1nb,1st Innings - Port Adelaide
2.2,0--4,A Stockdale to N Fernandes : No Run,1st Innings - Port Adelaide
2.1,0--4,A Stockdale to N Fernandes : No Run,1st Innings - Port Adelaide
1.6,0--4,N McFadyen to Z McCabe : No Run,1st Innings - Port Adelaide
1.5,0--4,N McFadyen to N Fernandes : 1 run,1st Innings - Port Adelaide
1.4,0--3,N McFadyen to Z McCabe : 1 run,1st Innings - Port Adelaide
1.3,0--2,N McFadyen to Z McCabe : No Run,1st Innings - Port Adelaide
1.2,0--2,N McFadyen to Z McCabe : No Run,1st Innings - Port Adelaide
1.1,0--2,N McFadyen to Z McCabe : No Run,1st Innings - Port Adelaide
0.6,0--2,A Stockdale to N Fernandes : No Run,1st Innings - Port Adelaide
0.5,0--2,A Stockdale to N Fernandes : No Run,1st Innings - Port Adelaide
0.4,0--2,A Stockdale to N Fernandes : No Run,1st Innings - Port Adelaide
0.3,0--2,A Stockdale to N Fernandes : No Run,1st Innings - Port Adelaide
0.2,0--2,A Stockdale to N Fernandes : 2 runs,1st Innings - Port Adelaide
0.1,0--0,A Stockdale to N Fernandes : No Run,1st Innings - Port Adelaide
