Ball,Score,Outcome,Innings
58.3,3--184,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
58.2,3--184,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
58.1,3--184,C Behrendt to J Kann : 1 run,1st Innings - Port Adelaide
57.6,3--183,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
57.5,3--183,M Tanner to Z McCabe : 4 runs,1st Innings - Port Adelaide
57.4,3--179,M Tanner to J Kann : 1 run,1st Innings - Port Adelaide
57.3,3--178,M Tanner to J Kann : No Run,1st Innings - Port Adelaide
57.2,3--178,M Tanner to J Kann : No Run,1st Innings - Port Adelaide
57.1,3--178,M Tanner to J Kann : No Run,1st Innings - Port Adelaide
56.6,3--178,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
56.5,3--178,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
56.4,3--178,L Connors to J Kann : 1 run,1st Innings - Port Adelaide
56.3,3--177,L Connors to J Kann : 4 runs,1st Innings - Port Adelaide
56.2,3--173,L Connors to J Kann : No Run,1st Innings - Port Adelaide
56.1,3--173,L Connors to J Kann : No Run,1st Innings - Port Adelaide
55.6,3--173,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
55.5,3--173,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
55.4,3--173,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
55.3,3--173,M Tanner to J Kann : 1 run,1st Innings - Port Adelaide
55.2,3--172,M Tanner to Z McCabe : 1 run,1st Innings - Port Adelaide
55.1,3--171,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
54.6,3--171,L Connors to Z McCabe : 1 run,1st Innings - Port Adelaide
54.5,3--170,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
54.4,3--170,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
54.3,3--170,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
54.1,3--169,L Connors to J Kann : No Run,1st Innings - Port Adelaide
53.6,3--169,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
53.5,3--169,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
53.4,3--169,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
53.3,3--169,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
53.2,3--169,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
53.1,3--169,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
52.6,3--169,L Connors to Z McCabe : 3 runs,1st Innings - Port Adelaide
52.5,3--166,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
52.4,3--166,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
52.3,3--166,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
52.2,3--166,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
52.1,3--166,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
51.6,3--166,M Tanner to J Kann : No Run,1st Innings - Port Adelaide
51.5,3--166,M Tanner to J Kann : No Run,1st Innings - Port Adelaide
51.4,3--166,M Tanner to J Kann : No Run,1st Innings - Port Adelaide
51.3,3--166,M Tanner to J Kann : No Run,1st Innings - Port Adelaide
51.2,3--166,M Tanner to J Kann : 4 runs,1st Innings - Port Adelaide
51.1,3--162,M Tanner to J Kann : No Run,1st Innings - Port Adelaide
50.6,3--162,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
50.5,3--162,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
50.4,3--162,L Connors to J Kann : 1 run,1st Innings - Port Adelaide
50.3,3--161,L Connors to J Kann : No Run,1st Innings - Port Adelaide
50.2,3--161,L Connors to J Kann : 4 runs,1st Innings - Port Adelaide
50.1,3--157,L Connors to J Kann : No Run,1st Innings - Port Adelaide
49.6,3--157,M Tanner to J Kann : 1 run,1st Innings - Port Adelaide
49.5,3--156,M Tanner to J Kann : No Run,1st Innings - Port Adelaide
49.4,3--156,M Tanner to Z McCabe : 1 run,1st Innings - Port Adelaide
49.3,3--155,M Tanner to J Kann : 1 run,1st Innings - Port Adelaide
49.2,3--154,M Tanner to J Kann : No Run,1st Innings - Port Adelaide
49.1,3--154,M Tanner to J Kann : No Run,1st Innings - Port Adelaide
48.6,3--154,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
48.5,3--154,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
48.4,3--154,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
48.3,3--154,C Behrendt to Z McCabe : 4 runs,1st Innings - Port Adelaide
48.2,3--150,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
48.1,3--150,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
47.6,3--150,M Tanner to J Kann : No Run,1st Innings - Port Adelaide
47.5,3--150,M Tanner to J Kann : No Run,1st Innings - Port Adelaide
47.4,3--150,M Tanner to J Kann : 4 runs,1st Innings - Port Adelaide
47.3,3--146,M Tanner to J Kann : No Run,1st Innings - Port Adelaide
47.2,3--146,M Tanner to J Kann : 6 runs,1st Innings - Port Adelaide
47.1,3--140,M Tanner to J Kann : No Run,1st Innings - Port Adelaide
46.6,3--140,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
46.5,3--140,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
46.4,3--140,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
46.3,3--140,C Behrendt to J Kann : 1 run,1st Innings - Port Adelaide
46.2,3--139,C Behrendt to J Kann : No Run,1st Innings - Port Adelaide
46.1,3--139,C Behrendt to J Kann : No Run,1st Innings - Port Adelaide
45.6,3--139,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
45.5,3--139,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
45.4,3--139,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
45.3,3--139,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
45.2,3--139,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
45.1,3--139,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
44.6,3--139,C Behrendt to J Kann : No Run,1st Innings - Port Adelaide
44.5,3--139,C Behrendt to J Kann : No Run,1st Innings - Port Adelaide
44.4,3--139,C Behrendt to J Kann : No Run,1st Innings - Port Adelaide
44.3,3--139,C Behrendt to J Kann : No Run,1st Innings - Port Adelaide
44.2,3--139,C Behrendt to J Kann : No Run,1st Innings - Port Adelaide
44.1,3--139,C Behrendt to J Kann : No Run,1st Innings - Port Adelaide
43.6,3--139,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
43.5,3--139,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
43.4,3--139,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
43.3,3--139,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
43.2,3--139,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
43.1,3--139,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
42.6,3--139,C Behrendt to J Kann : No Run,1st Innings - Port Adelaide
42.5,3--139,C Behrendt to J Kann : No Run,1st Innings - Port Adelaide
42.4,3--139,C Behrendt to Z McCabe : 1 run,1st Innings - Port Adelaide
42.3,3--138,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
42.2,3--138,C Behrendt to Z McCabe : 4 runs,1st Innings - Port Adelaide
42.1,3--134,C Behrendt to J Kann : 1 run,1st Innings - Port Adelaide
41.6,3--133,A Clarke to Z McCabe : 4 runs,1st Innings - Port Adelaide
41.5,3--129,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
41.4,3--129,A Clarke to J Kann : 1 run,1st Innings - Port Adelaide
41.3,3--128,A Clarke to J Kann : No Run,1st Innings - Port Adelaide
41.2,3--128,A Clarke to J Kann : No Run,1st Innings - Port Adelaide
41.1,3--128,A Clarke to J Kann : No Run,1st Innings - Port Adelaide
40.6,3--128,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
40.5,3--128,C Behrendt to J Kann : 3 runs,1st Innings - Port Adelaide
40.4,3--125,C Behrendt to J Kann : No Run,1st Innings - Port Adelaide
40.3,3--125,C Behrendt to Z McCabe : 1 run,1st Innings - Port Adelaide
40.2,3--124,C Behrendt to Z McCabe : 4 runs,1st Innings - Port Adelaide
40.1,3--120,C Behrendt to J Kann : 1lb,1st Innings - Port Adelaide
39.6,3--119,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
39.5,3--119,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
39.4,3--119,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
39.3,3--119,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
39.2,3--119,A Clarke to J Kann : 1 run,1st Innings - Port Adelaide
39.1,3--118,A Clarke to Z McCabe : 3 runs,1st Innings - Port Adelaide
38.6,3--115,C Behrendt to T Andrews : T Andrews dismissed,1st Innings - Port Adelaide
38.5,2--115,C Behrendt to T Andrews : No Run,1st Innings - Port Adelaide
38.4,2--115,C Behrendt to T Andrews : No Run,1st Innings - Port Adelaide
38.3,2--115,C Behrendt to T Andrews : 4 runs,1st Innings - Port Adelaide
38.2,2--111,C Behrendt to T Andrews : No Run,1st Innings - Port Adelaide
38.1,2--111,C Behrendt to T Andrews : No Run,1st Innings - Port Adelaide
37.6,2--111,A Clarke to T Andrews : 1 run,1st Innings - Port Adelaide
37.5,2--110,A Clarke to T Andrews : No Run,1st Innings - Port Adelaide
37.4,2--110,A Clarke to T Andrews : No Run,1st Innings - Port Adelaide
37.3,2--110,A Clarke to T Andrews : No Run,1st Innings - Port Adelaide
37.2,2--110,A Clarke to T Andrews : No Run,1st Innings - Port Adelaide
37.1,2--110,A Clarke to T Andrews : No Run,1st Innings - Port Adelaide
36.6,2--110,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
36.5,2--110,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
36.4,2--110,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
36.3,2--110,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
36.2,2--110,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
36.1,2--110,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
35.6,2--110,A Clarke to T Andrews : No Run,1st Innings - Port Adelaide
35.5,2--110,A Clarke to T Andrews : 4 runs,1st Innings - Port Adelaide
35.4,2--106,A Clarke to T Andrews : No Run,1st Innings - Port Adelaide
35.3,2--106,A Clarke to T Andrews : No Run,1st Innings - Port Adelaide
35.2,2--106,A Clarke to T Andrews : No Run,1st Innings - Port Adelaide
35.1,2--106,A Clarke to T Andrews : No Run,1st Innings - Port Adelaide
34.6,2--106,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
34.5,2--106,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
34.4,2--106,C Behrendt to Z McCabe : 4 runs,1st Innings - Port Adelaide
34.3,2--102,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
34.2,2--102,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
34.1,2--102,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
33.6,2--102,A Clarke to T Andrews : 4 runs,1st Innings - Port Adelaide
33.5,2--98,A Clarke to Z McCabe : 3 runs,1st Innings - Port Adelaide
33.4,2--95,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
33.3,2--95,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
33.2,2--95,A Clarke to Z McCabe : 4 runs,1st Innings - Port Adelaide
33.1,2--91,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
32.6,2--91,C Behrendt to T Andrews : No Run,1st Innings - Port Adelaide
32.5,2--91,C Behrendt to T Andrews : No Run,1st Innings - Port Adelaide
32.4,2--91,C Behrendt to T Andrews : No Run,1st Innings - Port Adelaide
32.3,2--91,C Behrendt to T Andrews : No Run,1st Innings - Port Adelaide
32.2,2--91,C Behrendt to T Andrews : No Run,1st Innings - Port Adelaide
32.1,2--91,C Behrendt to I Conway : I Conway dismissed,1st Innings - Port Adelaide
31.6,1--91,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
31.5,1--91,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
31.4,1--91,M Tanner to Z McCabe : 2 runs,1st Innings - Port Adelaide
31.3,1--89,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
31.2,1--89,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
31.1,1--89,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
30.6,1--89,L Connors to I Conway : No Run,1st Innings - Port Adelaide
30.5,1--89,L Connors to I Conway : No Run,1st Innings - Port Adelaide
30.4,1--89,L Connors to I Conway : No Run,1st Innings - Port Adelaide
30.3,1--89,L Connors to I Conway : No Run,1st Innings - Port Adelaide
30.2,1--89,L Connors to I Conway : No Run,1st Innings - Port Adelaide
30.1,1--89,L Connors to I Conway : No Run,1st Innings - Port Adelaide
29.6,1--89,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
29.5,1--89,M Tanner to I Conway : 1 run,1st Innings - Port Adelaide
29.4,1--88,M Tanner to I Conway : No Run,1st Innings - Port Adelaide
29.3,1--88,M Tanner to I Conway : No Run,1st Innings - Port Adelaide
29.2,1--88,M Tanner to I Conway : No Run,1st Innings - Port Adelaide
29.1,1--88,M Tanner to I Conway : No Run,1st Innings - Port Adelaide
28.6,1--88,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
28.5,1--88,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
28.4,1--88,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
28.3,1--88,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
28.2,1--88,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
28.1,1--88,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
27.6,1--88,M Tanner to I Conway : No Run,1st Innings - Port Adelaide
27.5,1--88,M Tanner to I Conway : No Run,1st Innings - Port Adelaide
27.4,1--88,M Tanner to Z McCabe : 1 run,1st Innings - Port Adelaide
27.3,1--87,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
27.2,1--87,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
27.1,1--87,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
26.6,1--87,L Connors to I Conway : No Run,1st Innings - Port Adelaide
26.5,1--87,L Connors to I Conway : No Run,1st Innings - Port Adelaide
26.4,1--87,L Connors to I Conway : 2 runs,1st Innings - Port Adelaide
26.3,1--85,L Connors to Z McCabe : 3 runs,1st Innings - Port Adelaide
26.2,1--82,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
26.1,1--82,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
25.6,1--82,M Tanner to I Conway : No Run,1st Innings - Port Adelaide
25.5,1--82,M Tanner to I Conway : No Run,1st Innings - Port Adelaide
25.4,1--82,M Tanner to I Conway : No Run,1st Innings - Port Adelaide
25.3,1--82,M Tanner to I Conway : No Run,1st Innings - Port Adelaide
25.2,1--82,M Tanner to Z McCabe : 1 run,1st Innings - Port Adelaide
25.1,1--81,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
24.6,1--81,L Connors to I Conway : No Run,1st Innings - Port Adelaide
24.5,1--81,L Connors to Z McCabe : 1 run,1st Innings - Port Adelaide
24.4,1--80,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
24.3,1--80,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
24.2,1--80,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
24.1,1--80,L Connors to Z McCabe : 4 runs,1st Innings - Port Adelaide
23.6,1--76,M Tanner to I Conway : No Run,1st Innings - Port Adelaide
23.5,1--76,M Tanner to I Conway : No Run,1st Innings - Port Adelaide
23.4,1--76,M Tanner to Z McCabe : 1 run,1st Innings - Port Adelaide
23.3,1--75,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
23.2,1--75,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
23.1,1--75,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
22.6,1--75,L Connors to I Conway : No Run,1st Innings - Port Adelaide
22.5,1--75,L Connors to I Conway : 4 runs,1st Innings - Port Adelaide
22.4,1--71,L Connors to I Conway : No Run,1st Innings - Port Adelaide
22.3,1--71,L Connors to I Conway : No Run,1st Innings - Port Adelaide
22.2,1--71,L Connors to I Conway : No Run,1st Innings - Port Adelaide
22.1,1--71,L Connors to I Conway : No Run,1st Innings - Port Adelaide
21.6,1--71,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
21.5,1--71,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
21.4,1--71,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
21.3,1--71,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
21.2,1--71,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
21.1,1--71,M Tanner to Z McCabe : No Run,1st Innings - Port Adelaide
20.6,1--71,L Connors to I Conway : No Run,1st Innings - Port Adelaide
20.5,1--71,L Connors to I Conway : No Run,1st Innings - Port Adelaide
20.4,1--71,L Connors to I Conway : No Run,1st Innings - Port Adelaide
20.3,1--71,L Connors to I Conway : No Run,1st Innings - Port Adelaide
20.2,1--71,L Connors to I Conway : No Run,1st Innings - Port Adelaide
20.1,1--71,L Connors to I Conway : No Run,1st Innings - Port Adelaide
19.6,1--71,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
19.5,1--71,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
19.4,1--71,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
19.3,1--71,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
19.2,1--71,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
19.1,1--71,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
18.6,1--71,L Connors to Z McCabe : 1 run,1st Innings - Port Adelaide
18.5,1--70,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
18.4,1--70,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
18.3,1--70,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
18.2,1--70,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
18.1,1--70,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
17.6,1--70,A Clarke to I Conway : No Run,1st Innings - Port Adelaide
17.5,1--70,A Clarke to I Conway : No Run,1st Innings - Port Adelaide
17.4,1--70,A Clarke to I Conway : No Run,1st Innings - Port Adelaide
17.3,1--70,A Clarke to I Conway : No Run,1st Innings - Port Adelaide
17.2,1--70,A Clarke to I Conway : No Run,1st Innings - Port Adelaide
17.1,1--70,A Clarke to I Conway : No Run,1st Innings - Port Adelaide
16.6,1--70,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
16.5,1--70,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
16.4,1--70,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
16.3,1--70,L Connors to Z McCabe : 4 runs,1st Innings - Port Adelaide
16.2,1--66,L Connors to Z McCabe : 4 runs,1st Innings - Port Adelaide
16.1,1--62,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
15.6,1--62,A Clarke to Z McCabe : 1 run,1st Innings - Port Adelaide
15.5,1--61,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
15.4,1--61,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
15.3,1--61,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
15.2,1--61,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
15.1,1--61,A Clarke to I Conway : 3 runs,1st Innings - Port Adelaide
14.6,1--58,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
14.5,1--58,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
14.4,1--58,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
14.3,1--58,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
14.2,1--58,C Behrendt to I Conway : 1 run,1st Innings - Port Adelaide
14.1,1--57,C Behrendt to I Conway : 2 runs,1st Innings - Port Adelaide
13.6,1--55,A Clarke to Z McCabe : 2 runs,1st Innings - Port Adelaide
13.5,1--53,A Clarke to Z McCabe : No Run,1st Innings - Port Adelaide
13.4,1--53,A Clarke to I Conway : 1 run,1st Innings - Port Adelaide
13.3,1--52,A Clarke to I Conway : No Run,1st Innings - Port Adelaide
13.2,1--52,A Clarke to I Conway : 2 runs,1st Innings - Port Adelaide
13.1,1--50,A Clarke to N Fernandes : N Fernandes dismissed,1st Innings - Port Adelaide
12.6,0--50,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
12.5,0--50,C Behrendt to N Fernandes : 1 run,1st Innings - Port Adelaide
12.4,0--49,C Behrendt to N Fernandes : 2 runs,1st Innings - Port Adelaide
12.3,0--47,C Behrendt to N Fernandes : No Run,1st Innings - Port Adelaide
12.2,0--47,C Behrendt to N Fernandes : 2 runs,1st Innings - Port Adelaide
12.1,0--45,C Behrendt to Z McCabe : 3 runs,1st Innings - Port Adelaide
11.6,0--42,A Clarke to N Fernandes : 2 runs,1st Innings - Port Adelaide
11.5,0--40,A Clarke to N Fernandes : No Run,1st Innings - Port Adelaide
11.4,0--40,A Clarke to N Fernandes : No Run,1st Innings - Port Adelaide
11.3,0--40,A Clarke to N Fernandes : 4 runs,1st Innings - Port Adelaide
11.2,0--36,A Clarke to N Fernandes : 4 runs,1st Innings - Port Adelaide
11.1,0--32,A Clarke to N Fernandes : No Run,1st Innings - Port Adelaide
10.6,0--32,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
10.5,0--32,C Behrendt to Z McCabe : 2 runs,1st Innings - Port Adelaide
10.4,0--30,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
10.3,0--30,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
10.2,0--30,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
10.1,0--30,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
9.6,0--30,A Clarke to N Fernandes : No Run,1st Innings - Port Adelaide
9.5,0--30,A Clarke to N Fernandes : No Run,1st Innings - Port Adelaide
9.4,0--30,A Clarke to N Fernandes : No Run,1st Innings - Port Adelaide
9.3,0--30,A Clarke to N Fernandes : No Run,1st Innings - Port Adelaide
9.2,0--30,A Clarke to N Fernandes : No Run,1st Innings - Port Adelaide
9.1,0--30,A Clarke to N Fernandes : No Run,1st Innings - Port Adelaide
8.6,0--30,C Behrendt to Z McCabe : 4 runs,1st Innings - Port Adelaide
8.5,0--26,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
8.4,0--26,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
8.3,0--26,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
8.2,0--26,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
8.1,0--26,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
7.6,0--26,A Clarke to N Fernandes : No Run,1st Innings - Port Adelaide
7.5,0--26,A Clarke to N Fernandes : 4 runs,1st Innings - Port Adelaide
7.4,0--22,A Clarke to N Fernandes : 2 runs,1st Innings - Port Adelaide
7.3,0--20,A Clarke to N Fernandes : No Run,1st Innings - Port Adelaide
7.2,0--20,A Clarke to N Fernandes : No Run,1st Innings - Port Adelaide
7.1,0--20,A Clarke to N Fernandes : No Run,1st Innings - Port Adelaide
6.6,0--20,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
6.5,0--20,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
6.4,0--20,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
6.3,0--20,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
6.2,0--20,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
6.1,0--20,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
5.7,0--20,L Connors to N Fernandes : 2 runs,1st Innings - Port Adelaide
5.6,0--18,L Connors to Z McCabe : 1lb,1st Innings - Port Adelaide
5.5,0--17,L Connors to Z McCabe : 1wd,1st Innings - Port Adelaide
5.4,0--16,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
5.3,0--16,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
5.2,0--16,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
5.1,0--16,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
4.6,0--16,C Behrendt to N Fernandes : No Run,1st Innings - Port Adelaide
4.5,0--16,C Behrendt to N Fernandes : No Run,1st Innings - Port Adelaide
4.4,0--16,C Behrendt to N Fernandes : No Run,1st Innings - Port Adelaide
4.3,0--16,C Behrendt to N Fernandes : 4 runs,1st Innings - Port Adelaide
4.2,0--12,C Behrendt to N Fernandes : No Run,1st Innings - Port Adelaide
4.1,0--12,C Behrendt to N Fernandes : No Run,1st Innings - Port Adelaide
3.6,0--12,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
3.5,0--12,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
3.4,0--12,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
3.3,0--12,L Connors to N Fernandes : 1 run,1st Innings - Port Adelaide
3.2,0--11,L Connors to N Fernandes : 2 runs,1st Innings - Port Adelaide
3.1,0--9,L Connors to N Fernandes : No Run,1st Innings - Port Adelaide
2.6,0--9,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
2.5,0--9,C Behrendt to N Fernandes : 1 run,1st Innings - Port Adelaide
2.4,0--8,C Behrendt to N Fernandes : No Run,1st Innings - Port Adelaide
2.3,0--8,C Behrendt to N Fernandes : No Run,1st Innings - Port Adelaide
2.2,0--8,C Behrendt to N Fernandes : No Run,1st Innings - Port Adelaide
2.1,0--8,C Behrendt to N Fernandes : No Run,1st Innings - Port Adelaide
1.7,0--8,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
1.6,0--8,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
1.5,0--8,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
1.4,0--8,L Connors to Z McCabe : No Run,1st Innings - Port Adelaide
1.3,0--8,L Connors to Z McCabe : 4 runs,1st Innings - Port Adelaide
1.2,0--4,L Connors to Z McCabe : 1wd,1st Innings - Port Adelaide
1.1,0--3,L Connors to N Fernandes : 1 run,1st Innings - Port Adelaide
0.6,0--2,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
0.5,0--2,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
0.4,0--2,C Behrendt to Z McCabe : 2 runs,1st Innings - Port Adelaide
0.3,0--0,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
0.2,0--0,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
0.1,0--0,C Behrendt to Z McCabe : No Run,1st Innings - Port Adelaide
